Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 30 iteraciones y 10 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(0.3825643062591553, 22.53570025679866)
(0.3686337471008301, 22.353990783544706)
(0.3792304992675781, 22.58634308697481)
(0.3887763023376465, 22.541873103785733)
(0.3837473392486572, 20.203790910887484)
(0.36603760719299316, 22.671032475763408)
(0.37409019470214844, 22.479462018569727)
(0.3752110004425049, 22.404418679842248)
(0.3716723918914795, 22.194222912743932)
(0.38126182556152344, 22.546673575709637)
(0.3871138095855713, 22.105166481906334)
(0.38498616218566895, 22.218050499407003)
(0.40425753593444824, 22.409479512248705)
(0.3833739757537842, 22.166971244373464)
(0.375255823135376, 22.36809227010029)
(0.45578646659851074, 22.88928287864454)
(0.4082942008972168, 22.20916164980718)
(0.4165825843811035, 22.598407788637857)
(0.4228215217590332, 22.710777724055244)
(0.44138598442077637, 22.949279745058195)
(0.47662830352783203, 20.596125439258387)
(0.41956520080566406, 21.938047966495485)
(0.4609954357147217, 20.809387617692302)
(0.4050014019012451, 22.642434408183497)
(0.3813657760620117, 21.985534318370863)
(0.39536619186401367, 22.44062453410022)
(0.3818991184234619, 22.3740480121223)
(0.41901421546936035, 22.334685468195566)
(0.4104621410369873, 22.078170477401024)
(0.39007091522216797, 22.664126231114437)
(0.3918757438659668, 22.32106673064027)
(0.39023900032043457, 21.095987880014263)
(0.3769266605377197, 22.395890317306268)
(0.37268924713134766, 22.761696375342364)
(0.367358922958374, 22.444978850401306)
(0.3716144561767578, 22.180805539272896)
(0.3772869110107422, 21.87381668099706)
(0.4038248062133789, 22.63762379783235)
(0.46846437454223633, 22.807959510086754)
(0.4932363033294678, 22.13272594253065)
(0.5328619480133057, 22.35625630097019)
(0.48758792877197266, 22.343581510996252)
(0.4689152240753174, 22.37251493891664)
(0.4970970153808594, 22.329850461428286)
(0.9061172008514404, 22.51571708562492)
(0.603125810623169, 21.661272359863275)
(0.5780766010284424, 22.227542566499295)
(0.571697473526001, 22.73112443433308)
(0.532055139541626, 22.85728193605829)
(0.5432455539703369, 22.351866430034857)

Promedio de tiempos:
0.4345149660110474 segundos
434.51496601104736 milisegundos

Desviación estándar:
0.09139786433944004 segundos
91.39786433944005 milisegundos

Promedio valor función objetivo:
22.26809843441885
Desviación estándar valor función objetivo:
0.09139786433944004
