Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 10 iteraciones y 50 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(0.5147316455841064, 22.509352703237113)
(0.5743372440338135, 22.622074472226043)
(0.5139875411987305, 22.399375775610793)
(0.5186009407043457, 22.54037880245414)
(0.5473411083221436, 20.36625709354895)
(0.5056536197662354, 22.342173035051587)
(0.6192314624786377, 22.389604354959435)
(0.5787158012390137, 22.427049015167928)
(0.5177242755889893, 22.432123305377793)
(0.507800817489624, 22.737841756704523)
(0.5977320671081543, 22.324405607526966)
(0.5222270488739014, 22.434543885640544)
(0.5360915660858154, 22.391725551037386)
(0.5882625579833984, 21.99738600119584)
(0.5315999984741211, 22.390164734971123)
(0.6566150188446045, 22.288457323826403)
(0.5153579711914062, 22.419072843915117)
(0.7196276187896729, 22.489910719097235)
(0.5695843696594238, 22.387317455207388)
(0.48840951919555664, 22.726127188780758)
(0.5349433422088623, 22.450924460416118)
(0.49554014205932617, 22.219102759282915)
(0.5248746871948242, 22.360884882321375)
(0.513251543045044, 22.248696080371804)
(0.49793410301208496, 22.662635846101526)
(0.4940071105957031, 22.573291080469023)
(0.4881618022918701, 22.393716838485084)
(0.5108904838562012, 22.766913430015432)
(0.5050323009490967, 22.97250025609838)
(0.4901621341705322, 22.435279198208743)
(0.49831581115722656, 22.373331448713415)
(0.5003643035888672, 22.409179133532486)
(0.5099685192108154, 22.29184337882762)
(0.5116639137268066, 22.46356808931018)
(0.4986701011657715, 22.55730280144116)
(0.4900045394897461, 22.339496689815586)
(0.49704670906066895, 22.048111653136804)
(0.4918553829193115, 22.182776403885747)
(0.49863624572753906, 22.75834423927827)
(0.5161783695220947, 21.12432558106142)
(0.554790735244751, 20.79510579860221)
(0.5748457908630371, 22.563328589186337)
(0.5463428497314453, 22.3278615833915)
(0.4847257137298584, 22.485112402231554)
(0.5743260383605957, 22.58130030713422)
(0.4822053909301758, 22.18135521584342)
(0.5089445114135742, 22.11836303269364)
(0.68985915184021, 22.196427688474895)
(0.5897006988525391, 22.360092097656217)
(0.603585958480835, 20.75758443663924)

Promedio de tiempos:
0.5360092115402222 segundos
536.0092115402222 milisegundos

Desviación estándar:
0.05243843502048985 segundos
52.43843502048985 milisegundos

Promedio valor función objetivo:
22.292281940563267
Desviación estándar valor función objetivo:
0.05243843502048985
