Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 10 iteraciones y 90 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(1.064110279083252, 20.42156816411886)
(0.9630615711212158, 22.21649777649437)
(0.8990318775177002, 22.06797129251026)
(0.9037432670593262, 22.49137521269583)
(0.8961949348449707, 22.397175142629905)
(0.9095244407653809, 22.60888510138149)
(0.9068071842193604, 22.567552809456508)
(0.8798708915710449, 22.011966639102017)
(0.8911709785461426, 22.439580303006025)
(0.8856003284454346, 22.281583257896344)
(0.9069399833679199, 22.32678764287082)
(0.9276628494262695, 22.384041796831863)
(0.861358642578125, 21.998613049940133)
(0.9091794490814209, 22.27806356822528)
(0.913395881652832, 22.30249988300498)
(1.0510351657867432, 22.353725404569005)
(0.9992368221282959, 22.727327277848353)
(0.9235146045684814, 22.08356277792399)
(0.9978179931640625, 22.435080554077594)
(1.0190892219543457, 22.304748651280864)
(0.9646472930908203, 22.249374535328936)
(0.9854991436004639, 20.586292301365695)
(0.9731612205505371, 22.154585412156155)
(0.9960246086120605, 22.33051349451683)
(1.05259370803833, 22.351490332389922)
(0.9589543342590332, 22.293234005895336)
(0.9333255290985107, 22.42547210338124)
(0.8919310569763184, 22.4756956170306)
(0.8795912265777588, 22.48672655355249)
(0.9243457317352295, 23.02225754675596)
(0.899486780166626, 22.347527920127767)
(0.9356513023376465, 22.46475883702208)
(0.9152276515960693, 22.104203988935332)
(0.9437253475189209, 22.432922542671093)
(0.8961577415466309, 22.51166327282892)
(0.899705171585083, 22.498217882856807)
(0.9210479259490967, 22.572997977551108)
(1.011913537979126, 22.268550332185853)
(0.890458345413208, 22.532480832483973)
(0.9443235397338867, 22.46363160726641)
(0.9172329902648926, 20.890004234701674)
(0.8996117115020752, 22.798150707075223)
(0.8861861228942871, 22.322783279158163)
(0.9028575420379639, 22.6830090602601)
(0.8938958644866943, 22.350470052511877)
(0.9069504737854004, 22.790386534597456)
(0.8714425563812256, 22.530202746402054)
(0.9516842365264893, 22.22867320272375)
(0.9719092845916748, 20.986852183592458)
(0.9142453670501709, 22.481277720164936)

Promedio de tiempos:
0.932842674255371 segundos
932.8426742553711 milisegundos

Desviación estándar:
0.049045041851473424 segundos
49.04504185147342 milisegundos

Promedio valor función objetivo:
22.266660262467088
Desviación estándar valor función objetivo:
0.049045041851473424
