Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 20 iteraciones y 10 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(0.3283712863922119, 20.567022923374843)
(0.3357083797454834, 22.157817603177918)
(0.25322747230529785, 22.024660240341387)
(0.28838610649108887, 22.560142172553427)
(0.2851603031158447, 22.066379465227627)
(0.29500889778137207, 22.33776448988788)
(0.2610292434692383, 22.137032180502917)
(0.27405261993408203, 22.47389539729266)
(0.3061974048614502, 22.184240152271958)
(0.27519893646240234, 22.31665574911531)
(0.27936601638793945, 21.968867069110434)
(0.30516791343688965, 22.20848967709281)
(0.31085777282714844, 23.015076673909423)
(0.30111145973205566, 22.4588876077844)
(0.2886073589324951, 21.883960178823227)
(0.2603154182434082, 22.234691168066465)
(0.2632253170013428, 22.425129808751468)
(0.3179752826690674, 22.673320437527746)
(0.30359911918640137, 21.992586908778055)
(0.4678986072540283, 22.27040317789824)
(0.3585042953491211, 22.47405337203155)
(0.4406547546386719, 22.06730524048629)
(0.4744725227355957, 22.411986125282407)
(0.3077855110168457, 22.180798006250516)
(0.2861135005950928, 22.09815446249323)
(0.3086411952972412, 22.264873694636204)
(0.26964759826660156, 22.31336256336415)
(0.2707681655883789, 22.239150569750876)
(0.725147008895874, 21.948811013458656)
(0.41105103492736816, 22.426146201943965)
(0.3844265937805176, 21.050132089872264)
(0.3598315715789795, 20.619560199886322)
(0.46539902687072754, 22.675830117960288)
(0.3983781337738037, 22.30596633950493)
(0.3592221736907959, 22.157352736266276)
(0.36415600776672363, 20.10172330479816)
(0.45479512214660645, 22.334298482015754)
(0.39491987228393555, 22.259112263526383)
(0.40859484672546387, 22.64668854846953)
(0.41260600090026855, 22.345517368313097)
(0.45522022247314453, 22.690707549068296)
(0.45745348930358887, 22.09900522728307)
(0.39836788177490234, 22.490901926948947)
(0.34331178665161133, 21.975246198710018)
(0.5442633628845215, 22.276878567897782)
(0.47397899627685547, 22.461920517983053)
(0.40147900581359863, 20.577609013976087)
(0.45214343070983887, 21.785121943856737)
(0.37746238708496094, 21.67197294820882)
(0.39383673667907715, 22.298602919770687)

Promedio de tiempos:
0.3630619430541992 segundos
363.0619430541992 milisegundos

Desviación estándar:
0.08956257764814395 segundos
89.56257764814394 milisegundos

Promedio valor función objetivo:
22.10411625191005
Desviación estándar valor función objetivo:
0.08956257764814395
