Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 10 iteraciones y 30 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(0.19029951095581055, 21.96290474516163)
(0.20069336891174316, 22.256279218101795)
(0.18103575706481934, 22.7369934980697)
(0.3355586528778076, 22.52824765445009)
(0.19689655303955078, 22.301631613927427)
(0.18402910232543945, 22.44147876828101)
(0.18294548988342285, 22.052710276332895)
(0.1891326904296875, 20.80906393479852)
(0.1919853687286377, 22.175543515013004)
(0.18995428085327148, 21.98031745618277)
(0.18642354011535645, 22.053027196922574)
(0.20014238357543945, 20.36034980168762)
(0.1866159439086914, 22.67069583125797)
(0.18349623680114746, 22.07888948450672)
(0.20473432540893555, 22.299768747635827)
(0.22412800788879395, 22.072354883870453)
(0.1855165958404541, 20.43453941194131)
(0.19125103950500488, 22.265269573516257)
(0.2181713581085205, 22.209284480261207)
(0.2329111099243164, 22.28066776599831)
(0.17977595329284668, 22.270330892075513)
(0.20256400108337402, 21.845633555495485)
(0.19368338584899902, 22.576463362963242)
(0.20160555839538574, 22.08438268092924)
(0.21631860733032227, 22.08016170517856)
(0.1829531192779541, 22.703457253978534)
(0.2784264087677002, 22.301392886963928)
(0.21520113945007324, 22.443133250367303)
(0.19938325881958008, 22.079662033126887)
(0.21139740943908691, 22.628789588631957)
(0.2136979103088379, 22.091175421925787)
(0.19107794761657715, 21.91578171714597)
(0.18728399276733398, 22.1341818162996)
(0.19243764877319336, 22.0678558207952)
(0.2374424934387207, 22.160738244251938)
(0.2298896312713623, 22.1721387554793)
(0.1986222267150879, 22.147394123209835)
(0.18093204498291016, 22.2168568288391)
(0.2861511707305908, 21.889892030249953)
(0.18795442581176758, 22.084633938501245)
(0.17984747886657715, 22.56111098851876)
(0.21861624717712402, 22.400575528568847)
(0.22124028205871582, 22.362030029041975)
(0.22882890701293945, 22.37127225586105)
(0.20841217041015625, 22.31236276946022)
(0.1768178939819336, 22.41513090869425)
(0.20348763465881348, 22.055762535326977)
(0.25126171112060547, 22.2216010650232)
(0.28364109992980957, 22.285366315114878)
(0.21700286865234375, 22.731951043745806)

Promedio de tiempos:
0.20863751888275148 segundos
208.63751888275146 milisegundos

Desviación estándar:
0.031523947799739965 segundos
31.523947799739965 milisegundos

Promedio valor función objetivo:
22.151624744073633
Desviación estándar valor función objetivo:
0.031523947799739965
