Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 50 iteraciones y 30 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(1.1789662837982178, 22.319155237915155)
(0.9059586524963379, 22.267487738753317)
(1.0611793994903564, 22.481953006922765)
(1.045473337173462, 22.164232444793196)
(0.9268157482147217, 22.340301654950483)
(1.0043656826019287, 21.984488146730474)
(1.06707763671875, 22.98583635554151)
(1.0838408470153809, 22.28924847009254)
(1.0326519012451172, 22.023851570342995)
(1.0069096088409424, 22.574726133952357)
(1.006133794784546, 22.46004949125463)
(1.0730681419372559, 22.289792919470493)
(1.0005803108215332, 22.53618072382042)
(1.2980139255523682, 22.66974099195298)
(1.0931189060211182, 20.591359027135923)
(1.0239806175231934, 22.101520186465514)
(0.9347095489501953, 20.78303445244412)
(1.115849256515503, 20.766278502159796)
(1.008068323135376, 22.23467180041468)
(0.9902153015136719, 22.449943256997052)
(0.9020164012908936, 22.221623213378113)
(0.9423215389251709, 22.669516378601493)
(0.8612303733825684, 22.519513394017643)
(1.0370535850524902, 22.315092764624477)
(1.0461981296539307, 22.7701958364952)
(0.9970588684082031, 22.408620461233067)
(1.021470308303833, 21.81321552776521)
(0.8821330070495605, 22.97626686015887)
(1.0719327926635742, 22.38292518845132)
(0.8809173107147217, 22.37900286346791)
(0.9049191474914551, 22.77988782877875)
(0.9299101829528809, 22.725479798897275)
(0.9792313575744629, 22.162671254287552)
(0.9608561992645264, 22.25848486662152)
(1.1467247009277344, 21.92246192293341)
(0.959479808807373, 22.211579765796092)
(0.8980264663696289, 21.67639779271671)
(0.9296720027923584, 22.216532502951434)
(0.9983596801757812, 22.787995478983724)
(1.1255488395690918, 22.069692112991483)
(0.9042046070098877, 20.93572078427076)
(1.0365166664123535, 20.894889022817658)
(1.1754186153411865, 21.993184764283445)
(1.052731990814209, 20.74200079997274)
(0.8860988616943359, 22.353558253003268)
(0.9643847942352295, 22.371377180264886)
(1.0138113498687744, 22.49225426328468)
(1.022505521774292, 22.171159005523887)
(1.0785596370697021, 22.482968556265345)
(0.8894615173339844, 22.65290481897555)

Promedio de tiempos:
1.0071146297454834 segundos
1007.1146297454834 milisegundos

Desviación estándar:
0.08949277863976948 segundos
89.49277863976948 milisegundos

Promedio valor función objetivo:
22.173420507478475
Desviación estándar valor función objetivo:
0.08949277863976948
