Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 90 iteraciones y 60 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(11.300926923751831, 22.021892501994916)
(10.977522134780884, 20.33046501822229)
(11.257873773574829, 22.202188747971526)
(10.728182554244995, 20.616161858745212)
(10.513824224472046, 22.54104025288674)
(10.494424104690552, 22.48465393279987)
(10.418880224227905, 22.453303764166076)
(10.49554181098938, 22.396563094174002)
(10.36838674545288, 22.349583204472122)
(10.41269040107727, 22.48513944518285)
(10.779855966567993, 21.96342996494262)
(10.649529218673706, 22.020452252465684)
(10.372426509857178, 22.409611081009807)
(10.504592657089233, 22.125289161121234)
(10.297851085662842, 22.761129069883044)
(10.343070983886719, 22.6010245772772)
(10.4141845703125, 20.68332671176082)
(10.326263666152954, 22.19105537531894)
(10.29477310180664, 22.05228893188276)
(10.541751384735107, 20.864377260229507)
(10.432090520858765, 22.25271267673279)
(10.48749566078186, 22.34657975267676)
(10.52714467048645, 20.459199189706933)
(10.33063530921936, 22.041866171897883)
(10.40921425819397, 22.18539757163547)
(10.375593423843384, 22.492957533909784)
(10.583833932876587, 22.03926944275419)
(10.495849847793579, 21.93698736280657)
(10.343789339065552, 22.312751173355828)
(10.462333679199219, 22.48200633357453)
(10.368957042694092, 22.609321352431056)
(10.418438196182251, 22.6285208926649)
(10.429733514785767, 22.15103000995342)
(10.443779706954956, 22.437326222185753)
(10.414566993713379, 22.340962163654083)
(10.410830736160278, 22.738943578137004)
(10.615819931030273, 22.26460725629714)
(10.458895206451416, 22.361348256753075)
(10.463979959487915, 21.99072460428341)
(10.327234268188477, 22.17966755729521)
(-3589.2632732391357, 20.331615268955417)
(10.329971551895142, 22.50941767736336)
(10.329837560653687, 22.221783395147614)
(10.523334264755249, 22.49824645408342)
(10.702696561813354, 20.336228109800217)
(10.488601684570312, 22.50404827694667)
(10.348555088043213, 22.531141444737376)
(10.502583980560303, 21.9951202788691)
(10.474299430847168, 22.426773494064346)
(10.456573009490967, 22.47529730735991)

Promedio de tiempos:
-61.496281037330625 segundos
-61496.28103733063 milisegundos

Desviación estándar:
503.9667548579972 segundos
503966.75485799724 milisegundos

Promedio valor función objetivo:
22.072696540330803
Desviación estándar valor función objetivo:
0.6635809306820586
