Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 40 iteraciones y 50 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(4.678115367889404, 22.37233983432403)
(4.54302716255188, 22.22043685471805)
(4.779185771942139, 20.87813737943709)
(4.754166126251221, 22.048218604850288)
(4.57204794883728, 22.031815122346114)
(4.217811107635498, 22.109806488133263)
(4.357903242111206, 20.98261303576111)
(4.2648398876190186, 22.335469300399776)
(4.278851747512817, 22.425566121861525)
(4.222043752670288, 22.722763111184744)
(4.2481818199157715, 22.01993175795531)
(4.417022705078125, 22.641528536740413)
(4.372845888137817, 22.11610317854994)
(4.358486652374268, 22.705228855185254)
(4.200744867324829, 22.64770484071259)
(4.262537717819214, 22.500593459822806)
(4.092445373535156, 22.536014286908323)
(4.082281827926636, 22.544421744653988)
(4.255594968795776, 22.210705892627214)
(4.250467300415039, 22.241345799277976)
(4.173887014389038, 22.306462378338377)
(4.271333456039429, 22.331829787531536)
(4.208961009979248, 22.31194529139064)
(4.353567123413086, 22.20501583018556)
(4.247809886932373, 22.081670720414746)
(4.36134672164917, 22.528464527318537)
(4.336807012557983, 22.687649052653793)
(4.209749937057495, 22.448235215066145)
(4.162906885147095, 21.919839728870745)
(4.163876056671143, 22.363006355964473)
(4.179843902587891, 22.05530271440211)
(4.267632961273193, 22.401644513579374)
(4.219905138015747, 22.231917130570004)
(4.090200185775757, 21.967185132177672)
(4.2847373485565186, 21.55443882858533)
(4.440520524978638, 22.33539512987405)
(4.184736728668213, 22.038324151585584)
(4.18363618850708, 22.08891400060335)
(4.067474365234375, 22.351323717008636)
(4.280061721801758, 21.802286216175712)
(4.384882926940918, 22.277721027903173)

Promedio de tiempos:
6.161838707923889 segundos
6161.838707923889 milisegundos

Desviación estándar:
4.032658795239327 segundos
4032.6587952393274 milisegundos

Promedio valor función objetivo:
22.198693259954
Desviación estándar valor función objetivo:
0.4526035284449308
