Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 10 iteraciones y 50 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(1.1226060390472412, 22.05192746241744)
(1.0681676864624023, 22.34071965307175)
(1.0569350719451904, 22.49925529433887)
(1.0329861640930176, 21.84345143825909)
(1.0362403392791748, 22.24807773533436)
(1.0819172859191895, 22.38610447137573)
(1.0708844661712646, 22.278138121450223)
(1.052701473236084, 22.2491588016365)
(1.096729040145874, 22.50536650984181)
(1.1210036277770996, 21.905317117262168)
(1.0341012477874756, 22.369186015240647)
(1.0482022762298584, 22.132123118804298)
(1.0920310020446777, 22.362586448693254)
(1.0608906745910645, 22.533203542169037)
(1.126960277557373, 22.634229746560035)
(1.0725102424621582, 22.48158566155187)
(1.040191888809204, 22.479140667083037)
(1.050947666168213, 22.43703217999856)
(1.0381109714508057, 22.642916644886967)
(1.0135972499847412, 20.592996579914193)
(1.0331737995147705, 22.07098278717859)
(1.1407582759857178, 22.62806514079513)
(1.1184871196746826, 22.56388466014789)
(1.1267013549804688, 21.864520713692485)
(1.0912342071533203, 22.36331732316844)
(1.1069965362548828, 22.291451206800033)
(1.1010973453521729, 22.34850173156687)
(1.0738086700439453, 22.39969361652635)
(1.0396928787231445, 22.54347150723081)
(1.0341954231262207, 22.294559678590076)
(1.1187453269958496, 22.63936818121554)
(1.0909769535064697, 22.55588471035819)
(1.0590109825134277, 22.04245017123768)
(1.1444895267486572, 22.33466601197773)
(1.026151180267334, 21.923248084204083)
(1.0339090824127197, 22.596628995376122)
(1.0379059314727783, 22.332680544678176)
(1.0371942520141602, 22.42767983442925)
(1.0598385334014893, 22.200767188613035)
(1.0309062004089355, 22.338764129659396)
(1.0728137493133545, 22.609180772247853)
(1.0628654956817627, 20.786952176086047)
(1.0648090839385986, 22.14402616062335)
(1.0620007514953613, 22.46745229730039)
(1.035999059677124, 22.749920180388976)
(1.040818452835083, 21.914590641269545)
(1.0749096870422363, 22.448595012792122)
(1.0611300468444824, 22.514092633785722)
(1.0402302742004395, 21.904689061080244)
(1.0740134716033936, 22.180497079760965)

Promedio de tiempos:
1.068251566886902 segundos
1068.2515668869019 milisegundos

Desviación estándar:
0.03335586241995537 segundos
33.35586241995537 milisegundos

Promedio valor función objetivo:
22.26906198885342
Desviación estándar valor función objetivo:
0.39551116865465086
