Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 50 iteraciones y 80 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(5.240941286087036, 22.622929724766625)
(4.910815238952637, 22.40692347924812)
(5.848867654800415, 22.44646010532202)
(5.252282381057739, 22.178333120057022)
(6.287693023681641, 22.030723274349633)
(5.8023951053619385, 22.804262981966787)
(5.8395586013793945, 22.24637792888041)
(5.72691798210144, 22.49113407228278)
(5.616705656051636, 22.502748084294076)
(5.329829692840576, 22.26357269370338)
(5.19943380355835, 22.09583960133325)
(6.2892773151397705, 22.267187975735993)
(6.069915771484375, 22.62884659435999)
(5.771222829818726, 22.79966563558584)
(6.483343839645386, 22.192016566067466)
(5.876910448074341, 22.418561281093183)
(5.980769634246826, 22.380999766594492)
(6.2131500244140625, 22.462716471181945)
(5.381108283996582, 22.430758403560542)
(5.993162393569946, 22.677863398441914)
(5.49646782875061, 22.21388507734446)
(5.169940233230591, 22.372447952728862)
(5.697644948959351, 20.275623432236905)
(5.540135383605957, 22.25409849676467)
(5.238303184509277, 22.49871464975569)
(5.303232669830322, 22.214981578569784)
(5.228392839431763, 22.057790179669556)
(5.29824161529541, 22.500178988510246)
(4.97717022895813, 22.15691845557435)
(5.20917534828186, 22.569278608955948)
(5.364545583724976, 22.16960338493278)
(6.106664419174194, 22.39961743908888)
(5.232917785644531, 22.36617025936561)
(5.621837377548218, 22.456655217588693)
(5.294424057006836, 22.48908232660827)
(4.691133260726929, 22.28602050175685)
(5.745872497558594, 22.460156539580098)
(5.8951427936553955, 22.742677627523005)
(5.266002893447876, 22.42448411545058)
(5.128538370132446, 21.932993803137574)
(5.226201295852661, 22.426727762096018)
(5.687646389007568, 22.69563077731524)
(5.416564464569092, 22.617528702810976)
(5.7322211265563965, 22.35808018535824)
(5.499663591384888, 22.761982769794407)
(5.170403003692627, 22.72585047515925)

Promedio de tiempos:
5.551 segundos
5551 milisegundos

Desviación estándar:
0.400 segundos
400 milisegundos

Promedio valor función objetivo:
22.34919510589084
Desviación estándar valor función objetivo:
12.265181544794022
