Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 80 iteraciones y 70 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(6.8594725131988525, 22.107956496375486)
(6.3253326416015625, 22.038289348822158)
(6.590970516204834, 22.11314996589807)
(6.264017581939697, 22.722843163794867)
(6.3642823696136475, 20.737339640871518)
(6.625926971435547, 22.552528539152355)
(6.613908767700195, 21.80817247596044)
(6.427753210067749, 22.470556519943305)
(6.551453590393066, 22.291596718852446)
(6.340223073959351, 22.256898562151292)
(6.439877986907959, 22.13701078106468)
(6.84438157081604, 22.29874149233619)
(6.758904933929443, 22.093368723338592)
(7.737955331802368, 22.384679495965003)
(7.749503135681152, 22.098993420273224)
(8.39580750465393, 22.176436093740328)
(6.12127161026001, 21.898142420357566)
(7.00872540473938, 22.170030870105634)
(9.39497685432434, 22.28194817610554)
(7.164527416229248, 22.414423773478962)
(6.992061138153076, 22.188939628751637)
(7.086146593093872, 22.246674537013316)
(7.304415702819824, 22.19705799692698)
(7.911087274551392, 22.765097234114382)
(8.067028522491455, 22.03504566563915)
(7.551621437072754, 21.96784323947046)
(7.986887454986572, 22.34819819377165)
(7.73798680305481, 20.651945606628622)
(6.736941576004028, 22.258036572135545)
(8.219572067260742, 22.220137032364583)
(6.388301134109497, 22.250828914489684)
(6.017472982406616, 22.006250322513647)
(6.10915732383728, 22.611977711438684)
(8.058906078338623, 22.313797513153503)
(8.648472309112549, 22.430481039636785)
(9.134721517562866, 22.182331565792225)
(9.004926681518555, 22.34999022207226)
(8.762478590011597, 22.318438883187923)
(11.528594255447388, 22.365222895978334)
(11.323456525802612, 22.497182287856116)
(11.248148441314697, 22.685643100096183)
(10.871371746063232, 22.307683294227367)
(13.731077909469604, 22.3881099530237)
(13.218547105789185, 22.54733581380981)
(11.301191329956055, 22.7656287090683)
(7.281169414520264, 22.452966008286964)
(6.735472917556763, 22.634725669103542)
(6.920364141464233, 22.413135240426755)
(7.362394094467163, 22.151585698920538)
(7.843743085861206, 22.632579996461835)

Promedio de tiempos:
7.913259782791138 segundos
7913.259782791138 milisegundos

Desviación estándar:
1.843579298901044 segundos
1843.579298901044 milisegundos

Promedio valor función objetivo:
22.244759544498965
Desviación estándar valor función objetivo:
0.38462043902687
