Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 70 iteraciones y 70 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(5.814395189285278, 22.289345786416074)
(5.973814487457275, 22.247744581953082)
(5.425246715545654, 22.200593227603832)
(5.304300308227539, 22.478336570410335)
(5.273797988891602, 22.134939241701105)
(5.248108625411987, 22.51168403274707)
(5.5309157371521, 22.38876997870147)
(5.089911460876465, 22.60992841175956)
(5.143348217010498, 22.446403736587598)
(5.0999016761779785, 22.678097433733058)
(5.170699596405029, 22.12248158562626)
(5.746179103851318, 22.091683101264902)
(5.755947589874268, 22.31978954065688)
(5.404858112335205, 22.50662207123713)
(5.458418369293213, 22.67490488304262)
(4.9748454093933105, 22.25973456362179)
(5.413128614425659, 22.485917324804266)
(5.1951823234558105, 22.242931315645045)
(5.096937656402588, 23.00900589923617)
(5.211721897125244, 22.363284543675906)
(5.906122446060181, 21.85174154037835)
(5.318248748779297, 22.218510845783932)
(5.041510581970215, 22.32868668733425)
(5.3463239669799805, 22.652998130341114)
(5.45300817489624, 22.492113475471022)
(5.1926610469818115, 22.17194355441911)
(5.126311302185059, 22.468417690645047)
(4.913666009902954, 22.01657730217255)
(5.301981449127197, 21.91081365954428)
(5.532320499420166, 20.58895729108305)
(5.4085915088653564, 22.079673242373275)
(5.48997950553894, 21.972948618716533)
(5.661553382873535, 18.791686233467434)
(5.542881011962891, 20.503640900192696)
(5.633285045623779, 22.452328395609907)
(5.141784906387329, 22.368457544952975)
(5.445964097976685, 22.564710266714467)
(5.346179246902466, 22.374498271524992)
(5.161355972290039, 21.97531518405002)
(5.690314769744873, 22.388940210149354)
(4.883265256881714, 21.847958095235683)
(5.2954630851745605, 22.04893791118668)
(7.007077932357788, 22.2584567000871)
(4.8281409740448, 22.147670782009552)
(4.933192491531372, 22.0961662875089)
(5.182779550552368, 20.673907958035194)
(5.279314041137695, 22.327619082192413)
(5.750113248825073, 22.47731012355189)
(4.988020658493042, 22.515962652876194)
(5.092939376831055, 22.249355137045193)

Promedio de tiempos:
5.36452018737793 segundos
5364.52018737793 milisegundos

Desviación estándar:
0.3579280133818302 segundos
357.9280133818302 milisegundos

Promedio valor función objetivo:
22.137570032101543
Desviación estándar valor función objetivo:
0.669500044730687
