Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 60 iteraciones y 50 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(6.528973340988159, 22.04651536989733)
(6.274636507034302, 22.66122329111111)
(6.2791783809661865, 22.14967894688658)
(6.483222723007202, 22.098334992436765)
(6.1523308753967285, 22.371956869095776)
(6.271302700042725, 22.20674381309069)
(6.258321762084961, 22.53497271111519)
(6.260365962982178, 21.8826362704613)
(6.432779312133789, 22.582478595091082)
(6.497878074645996, 20.671865887260317)
(6.293199777603149, 22.41821219745167)
(6.258122444152832, 21.834690046687633)
(6.489060878753662, 22.7503549344669)
(6.447296619415283, 22.493786383951207)
(6.369241952896118, 22.471987258976643)
(6.433287620544434, 21.977199703618655)
(6.457299709320068, 22.707216172084117)
(6.385254383087158, 22.30626793705624)
(6.553368330001831, 20.360536510429696)
(6.437299489974976, 22.261100532343317)
(6.73548698425293, 22.36692039372981)
(6.391258955001831, 22.442547791146048)
(6.446293830871582, 20.84183574957822)
(6.334219694137573, 22.413376470216093)
(6.441290855407715, 22.501653466767625)
(6.454298973083496, 22.43464291902987)
(6.271453380584717, 22.480047119894277)
(6.40137505531311, 21.989325862461154)
(6.417274713516235, 21.875121853549857)
(6.4643073081970215, 22.438403848457398)
(6.332401275634766, 22.53643224895142)
(6.339342355728149, 22.305926390351143)
(6.316206455230713, 22.033887988574108)
(6.284303188323975, 22.48785637179076)
(6.32150936126709, 22.03590701890718)
(6.420276403427124, 22.511970681421797)
(6.363877773284912, 22.7559952419636)
(6.463306427001953, 20.811784353888534)
(6.42042088508606, 22.07868267396559)
(6.305346488952637, 22.053484652170724)
(6.483319282531738, 20.72206330989529)
(6.435286998748779, 22.632909936539995)
(6.405536651611328, 22.347404923453286)
(6.412272691726685, 22.15797581299724)
(6.3660032749176025, 22.061200718778238)
(6.300220489501953, 22.36084124986867)
(6.32497763633728, 22.417705205383015)
(6.268179893493652, 22.599031470322135)
(6.453597784042358, 20.78122304812349)
(6.353370904922485, 22.53916724567863)

Promedio de tiempos:
6.385788736343383 segundos
6385.788736343384 milisegundos

Desviación estándar:
0.09861405160189268 segundos
98.61405160189268 milisegundos

Promedio valor función objetivo:
22.13606168882735
Desviación estándar valor función objetivo:
0.5819475434346641
