Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 60 iteraciones y 40 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(4.961397171020508, 20.644570107581487)
(4.759270906448364, 22.215373114866892)
(4.927420616149902, 22.368883560874252)
(4.72560977935791, 22.377267617230675)
(4.90766978263855, 22.360352847916843)
(4.757794141769409, 22.11523160353747)
(4.9881298542022705, 22.522793340637232)
(5.107705116271973, 22.448871482688382)
(5.6857945919036865, 22.55118827584231)
(5.637754678726196, 22.68574109521105)
(5.727815628051758, 22.71862495385037)
(5.520678281784058, 20.46376069950897)
(5.742824077606201, 22.249529439514962)
(6.2661919593811035, 22.442888957023733)
(5.124411582946777, 20.6270623115299)
(5.150431394577026, 22.345430473487827)
(5.0903894901275635, 22.742635827328403)
(5.111405372619629, 21.94028703337891)
(5.077381134033203, 22.28282230090348)
(5.10940408706665, 22.249756543355875)
(5.04335880279541, 22.673344983011347)
(5.117410659790039, 22.518939378018352)
(5.079385757446289, 22.462505412676148)
(5.0483622550964355, 22.508826897154236)
(5.0723793506622314, 22.686338308601744)
(5.071378707885742, 22.377829952035373)
(5.1354217529296875, 22.5828395539625)
(5.116406679153442, 22.363724524071777)
(5.158434867858887, 22.58143727205718)
(5.189176559448242, 22.039439839509246)
(5.214313983917236, 22.303850522677518)
(5.333506107330322, 22.335137210461944)
(5.097354173660278, 22.151110853929797)
(5.045624256134033, 22.528713980601935)
(5.04492449760437, 22.417191369970908)
(5.265168190002441, 22.37225916064351)
(5.213193893432617, 20.797548685078553)
(4.9879150390625, 22.55024747334894)
(5.228180885314941, 22.442498679093937)
(5.147228717803955, 22.040037019689507)
(5.274095773696899, 22.33096252327551)
(5.152190208435059, 22.421989291014263)
(5.067363977432251, 21.907310086389725)

Promedio de tiempos:
6.291493487358093 segundos
6291.493487358093 milisegundos

Desviación estándar:
2.819792662849517 segundos
2819.792662849517 milisegundos

Promedio valor función objetivo:
22.15774802011673
Desviación estándar valor función objetivo:
0.5851547419498015
