Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 70 iteraciones y 90 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(12.878280639648438, 22.52246945228898)
(13.123821020126343, 22.43222387955046)
(12.861130952835083, 22.381929259548937)
(12.46187138557434, 22.47633346804849)
(12.280863761901855, 22.4139552776868)
(12.001230478286743, 22.211900863164026)
(12.202147245407104, 20.689833684315083)
(12.042220830917358, 22.49018163268425)
(12.211693525314331, 22.3625692956496)
(12.02534556388855, 22.207393780986976)
(11.96697998046875, 22.373341670749916)
(12.860048770904541, 22.448963359347125)
(12.795424461364746, 22.369224409452137)
(12.090044975280762, 22.312533241802136)
(12.336206674575806, 22.121307791922384)
(12.127806901931763, 22.685168181902494)
(12.01361894607544, 22.589928606623563)
(11.819900751113892, 21.941683602825027)
(11.945926427841187, 22.834136796467963)
(11.919023275375366, 22.4692261749338)
(11.967330932617188, 21.972605195798657)
(12.14580249786377, 22.623988676090928)
(12.030443906784058, 22.433375028159325)
(11.851320028305054, 22.5756024260448)
(12.00322699546814, 22.447270498129676)
(11.952245950698853, 21.991050382657466)
(11.938477993011475, 21.937979223838393)
(12.036588907241821, 22.715385272121733)
(11.938015460968018, 22.23898292852654)
(11.90258502960205, 22.781923772162056)
(11.9475417137146, 22.310554112089378)
(12.00658130645752, 22.600048290256947)
(11.96353816986084, 22.183139353823933)
(11.9796621799469, 22.716597360059012)
(12.088934659957886, 22.507592663575362)
(11.935091972351074, 22.07841867362526)
(12.139717817306519, 22.21278516584831)
(11.970022916793823, 22.47532349333364)
(11.988153457641602, 22.563500791584058)
(11.892991781234741, 22.77324965248681)
(12.05228328704834, 22.722168695034355)
(12.14311170578003, 22.771886762057882)
(11.948925733566284, 22.64120931442911)
(12.017268896102905, 22.414901817383356)
(11.936620712280273, 22.257159380712697)
(12.050618886947632, 22.363108174596142)
(11.973667621612549, 22.46130765827738)
(12.057232856750488, 22.359143940222477)
(12.004984378814697, 22.35156120952886)
(12.053776741027832, 22.212352610681133)

Promedio de tiempos:
12.117607021331787 segundos
12117.607021331787 milisegundos

Desviación estándar:
0.2888617982635435 segundos
288.8617982635435 milisegundos

Promedio valor función objetivo:
22.380569539061717
Desviación estándar valor función objetivo:
0.3292887576638435
