Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 60 iteraciones y 10 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(1.0172839164733887, 22.426923721598303)
(1.1529242992401123, 22.54717472009269)
(1.1472814083099365, 22.3853387074348)
(1.1305251121520996, 22.636239275787783)
(1.3937160968780518, 22.527089330137166)
(1.6875691413879395, 22.706050792921612)
(1.4508841037750244, 20.920896149114448)
(1.4008564949035645, 22.79971682835258)
(1.193476915359497, 20.72234271978377)
(1.120997667312622, 22.530067992006703)
(1.1294493675231934, 22.080846329209656)
(1.1092631816864014, 22.58160194594858)
(1.2524473667144775, 22.28522114070795)
(1.3053081035614014, 22.164619305996133)
(1.101548671722412, 22.76444106987482)
(1.3013415336608887, 22.566149209969925)
(0.9257121086120605, 22.696033591453062)
(1.1732697486877441, 22.25153941087237)
(1.4001896381378174, 22.27780851586518)
(1.3057975769042969, 22.57771436746713)
(1.3487904071807861, 22.596429734327643)
(1.5158207416534424, 22.39022966200044)
(1.1430726051330566, 20.92980996455347)
(0.8746054172515869, 22.339932412951867)
(0.6970963478088379, 22.370608963601747)
(0.6528191566467285, 22.63573398978397)
(0.6620514392852783, 22.08461793402114)
(0.659374475479126, 20.535395346926755)
(0.6689057350158691, 22.760022686670418)
(0.6509556770324707, 22.62616846518383)
(0.696235179901123, 22.57168280010574)
(0.6726784706115723, 22.283443806785225)
(0.6430332660675049, 21.949697424403478)
(0.7684745788574219, 22.379706869319996)
(0.6645622253417969, 22.49469288038913)
(0.6526308059692383, 22.569634440708615)
(0.644171953201294, 22.371013785388232)
(0.7581727504730225, 22.46996667792551)
(0.7341485023498535, 20.47416090672284)
(0.6628642082214355, 22.03450898270246)
(0.6521403789520264, 22.06967977311811)
(0.6539223194122314, 22.7676622604301)
(0.6751463413238525, 20.786511652948125)
(0.6638474464416504, 22.053388897467638)
(0.6736981868743896, 22.691759267943926)
(0.7278256416320801, 21.858359331074517)
(0.6481153964996338, 22.330280659664805)
(0.6651284694671631, 22.260128085471376)
(0.6659731864929199, 20.531311512232886)
(0.6730532646179199, 22.227523689025826)

Promedio de tiempos:
0.9433831405639649 segundos
943.3831405639648 milisegundos

Desviación estándar:
0.3065015437476619 segundos
306.5015437476619 milisegundos

Promedio valor función objetivo:
22.17783755976889
Desviación estándar valor función objetivo:
0.3065015437476619
