Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 30 iteraciones y 80 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(7.87559700012207, 22.353485276089227)
(7.852011203765869, 22.473114522324945)
(7.870723485946655, 22.5714264055962)
(7.798507928848267, 22.47555597950324)
(7.76195764541626, 22.3758983306584)
(7.7865777015686035, 22.167184355992646)
(7.807889699935913, 22.364807826915733)
(7.724133253097534, 22.309539395730543)
(7.79668116569519, 22.598589325337812)
(7.796184062957764, 22.36111441198836)
(7.808319330215454, 22.769626007528544)
(7.7281334400177, 22.29831367507011)
(7.779169321060181, 22.490018976605423)
(7.7943079471588135, 22.508392123773582)
(7.7868218421936035, 22.549179326399933)
(7.819195032119751, 22.594921085457248)
(7.796682119369507, 22.31982233348184)
(7.859722852706909, 22.682077015061928)
(7.889348030090332, 22.637927909168372)
(7.779898643493652, 22.18130114671961)
(7.443445682525635, 20.840072771565914)
(7.797935485839844, 22.37983079650052)
(7.80168342590332, 22.340376729249595)
(7.783672571182251, 22.544843703272242)
(7.856721878051758, 22.556963907545132)
(7.81069016456604, 22.411732623294082)
(7.789281129837036, 22.52874948807611)
(7.790812730789185, 22.687403143991176)
(7.800788640975952, 22.650784030870224)
(7.8417627811431885, 22.637775943986917)
(7.7892210483551025, 22.256511657461584)
(7.782944917678833, 22.37967387215687)
(7.789948463439941, 22.27948061587558)
(7.845834255218506, 22.463522304390246)
(7.752792119979858, 22.406912129526336)
(7.444447994232178, 20.31344492952578)
(7.799274206161499, 22.32168367884881)
(7.825928449630737, 22.80191215031684)
(7.789698123931885, 22.751819173296106)
(7.494564056396484, 20.851903803674926)
(7.768405914306641, 22.210750194381408)
(7.762276649475098, 22.349873917955456)
(7.780758380889893, 22.648663663981786)
(7.828319072723389, 22.168487718211733)
(7.559736013412476, 22.37912876047108)
(7.805686950683594, 22.56981801824784)
(7.7676613330841064, 22.18454262485933)
(7.812745094299316, 22.72207352206416)
(7.76259183883667, 22.669390665574706)
(7.820977687835693, 22.49214261171812)

Promedio de tiempos:
7.776249375343323 segundos
7776.249375343323 milisegundos

Desviación estándar:
0.09309169808538395 segundos
93.09169808538395 milisegundos

Promedio valor función objetivo:
22.357651291605883
Desviación estándar valor función objetivo:
0.46201518111126416
