Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 90 iteraciones y 30 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(8.679413557052612, 22.298728367653226)
(8.646745204925537, 22.231040944820922)
(8.729301929473877, 22.7921504975978)
(8.608724594116211, 22.607721288387932)
(8.64624571800232, 22.239656062100764)
(8.664757490158081, 22.360987479693424)
(8.703783750534058, 22.550036751992415)
(8.697776794433594, 22.60434291473296)
(8.62923526763916, 22.173085681718906)
(8.720795631408691, 22.786007355638787)
(8.603721618652344, 22.53549029130014)
(8.611214399337769, 22.52088137270985)
(8.717291355133057, 22.783887592545586)
(8.68777322769165, 22.374651683325574)
(8.710788488388062, 22.560057678074195)
(8.71978235244751, 22.134286104665915)
(8.653250455856323, 22.539862235963195)
(8.689774990081787, 22.044402545606985)
(8.666758298873901, 22.639951137252226)
(8.64624547958374, 22.655510223697156)
(8.56969404220581, 22.67058788778785)
(8.560688972473145, 22.433430880637275)
(8.600716590881348, 22.388091627457086)
(8.727799654006958, 22.527935376376764)
(8.659753799438477, 22.481733955218647)
(8.625231981277466, 22.74748916777136)
(8.71991229057312, 22.19132087334954)
(8.669261693954468, 22.20456639724184)
(8.262110948562622, 20.830420961938763)
(8.67676591873169, 22.76400666009073)
(8.670762538909912, 22.636738294564537)
(8.7182936668396, 22.100069779636556)
(8.636239290237427, 22.65879586159856)
(8.539172887802124, 22.34618363207028)
(8.636239767074585, 22.007405066634618)
(8.692277193069458, 22.543018227618777)
(8.569693088531494, 21.90202020799741)
(8.587290525436401, 22.844405553939342)
(8.668759107589722, 22.085898574955394)
(8.648246765136719, 22.524003424827942)
(8.313024520874023, 20.936833647639283)
(8.644244194030762, 22.154750622975417)
(8.614723205566406, 22.66372792430164)
(8.709288120269775, 22.27691258493102)
(8.733306407928467, 22.26538733662824)
(8.713290929794312, 21.962902288197906)
(8.65975546836853, 22.51737413147426)
(8.730802297592163, 22.417076483797132)
(8.72229552268982, 22.359217770306362)
(8.70128321647644, 22.3078737429642)

Promedio de tiempos:
8.64828610420227 segundos
8648.28610420227 milisegundos

Desviación estándar:
0.08873848750132228 segundos
88.73848750132228 milisegundos

Promedio valor función objetivo:
22.363658343088133
Desviación estándar valor función objetivo:
0.38400355016757093
