Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 30 iteraciones y 60 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(5.886530637741089, 22.37367150674123)
(5.911928415298462, 22.175594417696754)
(5.808358669281006, 22.548713559181415)
(5.858403205871582, 22.168361890970747)
(5.87340235710144, 22.098303123438573)
(5.876904487609863, 22.63623101756453)
(5.922435283660889, 22.205958832129863)
(5.814473628997803, 21.883319156465763)
(5.884910583496094, 22.30023475314374)
(5.922640800476074, 22.543506219649856)
(5.854891538619995, 22.63248775655633)
(5.931945562362671, 22.989682687960325)
(5.841383218765259, 22.43524206752682)
(6.165135860443115, 22.354519266743612)
(6.2231364250183105, 22.42575178427397)
(6.0670318603515625, 22.602390852339678)
(6.250153541564941, 22.145547789229234)
(6.105055809020996, 22.363095788829735)
(6.283176422119141, 22.442138050843155)
(6.214128732681274, 22.402021768384543)
(6.080707311630249, 22.575178743964315)
(5.795851230621338, 20.7792346265717)
(5.854987621307373, 23.010448246201992)
(5.694786071777344, 20.71597202987495)
(5.868900775909424, 22.51081989015781)
(5.88590931892395, 22.389121011139803)
(5.907927989959717, 22.578879002161983)
(5.714365720748901, 21.966860004426298)
(5.7833428382873535, 22.436467202146773)
(5.733809947967529, 22.228074749052595)
(5.734310150146484, 22.57274417291642)
(5.778839349746704, 22.56160517815467)
(5.717799663543701, 22.466753491626996)
(5.745819091796875, 22.44844631295909)
(5.474137544631958, 21.040793150233952)
(5.639744758605957, 21.9774799003016)
(5.74832010269165, 22.54228615498064)
(5.7378129959106445, 22.526175594246062)
(5.731809139251709, 22.421717120657902)
(5.7453179359436035, 22.593196800305577)
(5.755325078964233, 22.53943842213745)
(5.740314483642578, 22.427033075190433)
(5.7588276863098145, 22.296707112546816)
(5.7413153648376465, 22.160924942456017)
(5.724805116653442, 22.576032661305362)
(5.734310626983643, 21.941142724446312)
(5.698286771774292, 22.56185272314105)
(5.776839017868042, 21.964519582330265)
(5.566699266433716, 22.156097513434517)
(5.7783403396606445, 22.647682355552345)

Promedio de tiempos:
5.846911807060241 segundos
5846.911807060242 milisegundos

Desviación estándar:
0.16995919519909186 segundos
169.95919519909185 milisegundos

Promedio valor función objetivo:
22.306809135685835
Desviación estándar valor función objetivo:
0.4392525797040961
