Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 10 iteraciones y 40 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(0.4344038963317871, 22.265491895649816)
(0.4218740463256836, 22.18735034614627)
(0.437483549118042, 22.495334180643578)
(0.43750953674316406, 22.56243757373976)
(0.437502384185791, 22.31301473664382)
(0.43753504753112793, 21.724268611657855)
(0.43749523162841797, 22.000234633545514)
(0.43764543533325195, 22.43626103406618)
(0.43729233741760254, 22.477380154517547)
(0.42189860343933105, 22.220168207530083)
(0.4375004768371582, 20.25399707474052)
(0.42187023162841797, 22.523129729090275)
(0.4218764305114746, 22.67741738612738)
(0.4218709468841553, 22.230769501097036)
(0.4218759536743164, 22.550716117356362)
(0.4218761920928955, 22.302306392467454)
(0.4218757152557373, 22.390224064831038)
(0.4218752384185791, 21.982646903728728)
(0.4218752384185791, 22.407828132493194)
(0.4374995231628418, 22.66155471320653)
(0.4374997615814209, 22.600887044984486)
(0.43749547004699707, 22.255076212892433)
(0.4375004768371582, 20.238552212759668)
(0.4218766689300537, 22.26954754663161)
(0.4218752384185791, 21.81338082578585)
(0.43749499320983887, 22.45532723519938)
(0.4378957748413086, 22.153627413887175)
(0.42162632942199707, 21.802451326705782)
(0.43741822242736816, 22.239881874325594)
(0.4375131130218506, 22.142535429666175)
(0.4375009536743164, 22.409251016671494)
(0.4374985694885254, 22.234904664856955)
(0.4218752384185791, 22.619041376560013)
(0.42304158210754395, 22.463042554270395)
(0.4218745231628418, 22.232039698391695)
(0.4218714237213135, 22.052386943278023)
(0.421875, 22.424286107343207)
(0.4375009536743164, 20.894404077066145)
(0.43749475479125977, 22.550078438463807)
(0.4375002384185791, 22.288975206738165)
(0.4375009536743164, 22.521636833213936)
(0.4375035762786865, 22.275855774740094)
(0.4375002384185791, 22.108377761299014)
(0.4374997615814209, 20.624251714216665)
(0.4374997615814209, 20.857762531375077)
(0.4375009536743164, 22.40929384888946)
(0.4374990463256836, 22.44644274037534)
(0.4999997615814209, 22.073415886169716)
(0.4375, 22.243949761787082)
(0.4374997615814209, 22.571684880524515)

Promedio de tiempos:
0.43308738231658933 segundos
433.08738231658936 milisegundos

Desviación estándar:
0.012090677517805482 segundos
12.090677517805482 milisegundos

Promedio valor función objetivo:
22.138697606566957
Desviación estándar valor función objetivo:
0.012090677517805482
