Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 40 iteraciones y 40 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(1.583317756652832, 21.857557582358805)
(1.6093730926513672, 22.392723186499534)
(1.609384536743164, 22.368047998094003)
(1.6406164169311523, 22.40065686835389)
(1.6093745231628418, 22.15011807686539)
(1.6406340599060059, 20.933397956617476)
(1.6093711853027344, 22.06258231265044)
(1.609375, 22.21706233925448)
(1.5949139595031738, 22.462360766961616)
(1.609375238418579, 22.579491001728993)
(1.609374761581421, 22.309537223867743)
(1.6406190395355225, 20.787390561549177)
(1.5937552452087402, 22.313369664502616)
(1.6718695163726807, 22.345464469896754)
(1.593754529953003, 22.711196224326503)
(1.5937511920928955, 21.964355603154388)
(1.6093730926513672, 22.264251284163592)
(1.5937471389770508, 22.438746256975627)
(1.5937464237213135, 21.972115557810234)
(1.609374761581421, 22.372938881162796)
(1.5949180126190186, 22.53953794024077)
(1.593750238418579, 22.340723488845416)
(1.59375, 21.911121461503466)
(1.6093745231628418, 22.54201147783416)
(1.6718714237213135, 22.247816147820682)
(1.6250064373016357, 22.236498674504407)
(1.6249969005584717, 22.39986743133551)
(1.6406242847442627, 20.83836674555743)
(1.6093785762786865, 22.149876216557733)
(1.6105854511260986, 22.210122354613215)
(1.6406242847442627, 22.623604185324297)
(1.6406302452087402, 22.33428945700754)
(1.640625238418579, 22.471036863379524)
(1.5937530994415283, 21.981520571672004)
(1.609370470046997, 22.299995501078065)
(1.6406269073486328, 22.25998296722421)
(1.594944715499878, 22.25324916804908)
(1.6093699932098389, 22.765863905712298)
(1.6093800067901611, 21.997625810641367)
(1.6093707084655762, 22.495133458050415)
(1.6093754768371582, 21.882047771917872)
(1.609375238418579, 22.086696388689333)
(1.593750238418579, 22.19941250138917)
(1.597909688949585, 22.42302361183216)
(1.59375, 22.318537135470855)
(1.590318202972412, 21.929495985511124)
(1.5937438011169434, 22.578036793532597)
(1.5937495231628418, 22.274199420247772)
(1.6093711853027344, 20.436541448391537)
(1.609370231628418, 22.219076567217545)

Promedio de tiempos:
1.6117753314971923 segundos
1611.7753314971924 milisegundos

Desviación estándar:
0.020275732328725628 segundos
20.275732328725628 milisegundos

Promedio valor función objetivo:
22.16297350535892
Desviación estándar valor función objetivo:
0.020275732328725628
