Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 20 iteraciones y 70 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(1.7323155403137207, 30.966848540682655)
(1.5970616340637207, 30.972182545672297)
(1.0913400650024414, 31.062287992978757)
(1.2508320808410645, 30.993277483120224)
(0.9361217021942139, 31.039118246829634)
(1.547027826309204, 30.994981938589234)
(1.5555331707000732, 31.043713493879544)
(1.3278827667236328, 31.02493010061542)
(1.0717120170593262, 31.055410604803885)
(1.2554728984832764, 31.01661436815359)
(1.1168506145477295, 31.030123173777746)
(1.1082406044006348, 30.977750763707636)
(1.0917253494262695, 30.961247000286544)
(0.6824533939361572, 31.03108928638519)
(1.246328592300415, 30.914157698162796)
(1.073213815689087, 31.07081555263516)
(1.2329330444335938, 31.051658529959397)
(1.2022981643676758, 31.031741652077574)
(1.4244475364685059, 31.04183108205797)
(1.130751132965088, 30.919744984222092)
(0.8570694923400879, 30.931575143376957)
(1.0693812370300293, 31.00600108556577)
(1.3549003601074219, 31.049851150753096)
(1.356902837753296, 30.91831900829258)
(1.5190095901489258, 30.986249826911433)
(0.9891576766967773, 31.059499099584162)
(1.2823517322540283, 30.904149417858665)
(1.1754624843597412, 30.97626929400405)
(1.2058017253875732, 31.00971148578544)
(1.1887891292572021, 31.05388252304637)
(1.2573351860046387, 31.12102047738338)
(0.9046008586883545, 31.030954571283484)
(1.2108042240142822, 31.05711738390688)
(1.2478299140930176, 31.029500287479785)
(0.9646410942077637, 31.043220459179533)
(1.0188531875610352, 31.012548668929075)
(1.4309501647949219, 30.949881669552546)
(1.4284496307373047, 31.08101488896945)
(1.5205104351043701, 30.95143950475103)
(1.4954938888549805, 30.99568873345763)
(1.5570344924926758, 30.97102727052273)
(1.282853126525879, 30.961717842221333)
(0.9741470813751221, 30.91417262331858)
(1.552032470703125, 30.996869846717775)
(1.5075011253356934, 30.98217110713408)
(1.0852203369140625, 30.96310567718082)
(1.7396559715270996, 30.990705530199048)
(1.1582696437835693, 30.93386642448543)
(1.330660104751587, 31.007428169314373)
(1.2388980388641357, 31.05237290709797)

Promedio de tiempos:
1.2515821838378907 segundos
1251.5821838378906 milisegundos

Desviación estándar:
0.22744020772640805 segundos
227.44020772640806 milisegundos

Promedio valor función objetivo:
31.002817142337218
Desviación estándar valor función objetivo:
0.04962686396751899
