Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 10 iteraciones y 50 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(0.45740628242492676, 30.956546813947593)
(0.7288837432861328, 31.075796363238357)
(0.44539809226989746, 30.895050902297964)
(0.46280837059020996, 31.026637693752875)
(0.39626359939575195, 30.910080592810747)
(0.7313880920410156, 31.031027746165055)
(0.5008795261383057, 30.895400618281148)
(0.5473639965057373, 30.921057136298867)
(0.46995019912719727, 31.022348816532276)
(0.6738040447235107, 30.980249220542476)
(0.43183445930480957, 30.952141515170798)
(0.5149414539337158, 31.026309126010855)
(0.3468351364135742, 30.99897879926143)
(0.6902306079864502, 30.949039176098196)
(0.4626171588897705, 30.9160514772809)
(0.4023711681365967, 30.90495734058915)
(0.4022667407989502, 31.03408871981944)
(0.7422065734863281, 31.04737828582529)
(0.44885897636413574, 31.079043830863906)
(0.480426549911499, 31.008610947420447)
(0.39536476135253906, 30.95945198225228)
(0.42888593673706055, 30.970555221531058)
(0.4973304271697998, 30.926839371718454)
(0.5560145378112793, 30.926111056801457)
(0.5589606761932373, 30.977243918866794)
(0.61490797996521, 31.036000390625638)
(0.6404256820678711, 30.96934067794466)
(0.8627464771270752, 30.911459274797924)
(0.6695077419281006, 31.014010350419806)
(0.6215438842773438, 30.947714744940978)
(0.6464295387268066, 31.04386129092431)
(0.7126197814941406, 31.010472035476194)
(0.806035041809082, 30.92752329891334)
(0.7570030689239502, 30.953953252213648)
(0.5224745273590088, 30.92678939725861)
(0.5373575687408447, 31.018424691108397)
(0.5823872089385986, 30.961818484918215)
(0.48044705390930176, 30.878043046776256)
(0.5778839588165283, 31.012561754947697)
(0.6415636539459229, 30.951899804986905)
(0.6104731559753418, 30.98037699743883)
(0.5995230674743652, 31.02675849921966)
(0.6025619506835938, 31.038982198004174)
(0.6605725288391113, 31.0712336514639)
(0.5448620319366455, 31.04482098478289)
(0.6800854206085205, 30.935618711462975)
(0.6665694713592529, 31.008481557252313)
(0.6509368419647217, 30.962388346984977)
(0.5584616661071777, 30.954829191103915)
(0.496476411819458, 31.032919593448998)

Promedio de tiempos:
0.5703429365158081 segundos
570.3429365158081 milisegundos

Desviación estándar:
0.11785278728667331 segundos
117.8527872866733 milisegundos

Promedio valor función objetivo:
30.98022557801586
Desviación estándar valor función objetivo:
0.05244447894374265
