Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 30 iteraciones y 80 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(2.281242847442627, 22.24678510399023)
(2.2671351432800293, 22.397860824796908)
(2.265625238418579, 22.55994942268958)
(2.266787052154541, 22.26048980806249)
(2.249999761581421, 22.08165698353325)
(2.265625, 22.298512325042747)
(2.281250238418579, 22.283845853840244)
(2.2499959468841553, 22.108857195603413)
(2.281254529953003, 22.414301384582977)
(2.2656219005584717, 22.58864637925226)
(2.2824227809906006, 22.52715282562522)
(2.281252145767212, 22.424260934144737)
(2.261169910430908, 22.414909826030925)
(2.2500009536743164, 22.02760106053687)
(2.2812490463256836, 22.110450377895287)
(2.234375, 21.952817458401302)
(2.234370470046997, 21.827988077590472)
(2.281249523162842, 22.423544151606205)
(2.2668089866638184, 22.28874294031155)
(2.281250238418579, 22.651616814735856)
(2.2656288146972656, 22.24630638798846)
(2.3125, 20.794151812918095)
(2.343749761581421, 22.337786645239643)
(2.266806125640869, 22.261862738801803)
(2.28125, 22.228468045989572)
(2.281245470046997, 22.061875170894023)
(2.2812540531158447, 22.851579738822863)
(2.2824714183807373, 22.481612164121344)
(2.2656283378601074, 22.25915053530991)
(2.265620470046997, 21.98688249731309)
(2.2499992847442627, 22.241479130239824)
(2.2665133476257324, 22.302640622331495)
(2.281245470046997, 22.37190100254808)
(2.328124523162842, 22.810035126596947)
(2.265625476837158, 22.295272876623557)
(2.2656259536743164, 22.13695582637136)
(2.266814708709717, 22.296534782257357)
(2.2812440395355225, 22.263347595872375)
(2.2656328678131104, 22.47677636069181)
(2.265620708465576, 22.551280027073766)
(2.282419443130493, 22.560765070441935)
(2.28125, 22.389441175225656)
(2.265629768371582, 22.436085869706588)
(2.359370231628418, 22.2707518713179)
(2.328129768371582, 20.77664912950852)
(2.282407522201538, 22.160822112661112)
(2.265625, 22.50880114116658)
(2.2812507152557373, 21.945767783389954)
(2.281245708465576, 22.45652141122679)
(2.2668073177337646, 22.67131943337853)

Promedio de tiempos:
2.2761084604263306 segundos
2276.1084604263306 milisegundos

Desviación estándar:
0.023305819583175392 segundos
23.305819583175392 milisegundos

Promedio valor función objetivo:
22.266456276686025
Desviación estándar valor función objetivo:
0.023305819583175392
