Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 10 iteraciones y 60 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(0.6250040531158447, 20.646071578253864)
(0.6093664169311523, 21.88221383387022)
(0.6093766689300537, 22.281089458352707)
(0.624997615814209, 22.24524882298575)
(0.6250019073486328, 22.442378670277368)
(0.6093752384185791, 22.45479514555708)
(0.6093709468841553, 21.95733501057634)
(0.6093714237213135, 22.389656059572335)
(0.6093745231628418, 22.36595736233363)
(0.6093699932098389, 22.400550453831276)
(0.6106171607971191, 22.491620545964683)
(0.6093757152557373, 21.793162426130543)
(0.6249990463256836, 22.556535066681736)
(0.6093697547912598, 22.126975465597624)
(0.6093704700469971, 22.147376751466407)
(0.609379768371582, 22.07557767053479)
(0.6093709468841553, 22.334053178344092)
(0.6093795299530029, 22.348575714323466)
(0.6093707084655762, 22.699068396020216)
(0.6093790531158447, 22.49365239153459)
(0.6079730987548828, 22.34938426364112)
(0.609375, 22.077806287686993)
(0.609375, 22.41281035601084)
(0.6093704700469971, 22.486621337537226)
(0.6093747615814209, 21.963930316802987)
(0.6093752384185791, 22.247855544594174)
(0.6093704700469971, 22.340154326996366)
(0.6093757152557373, 22.56044397153918)
(0.609375, 22.08413898122584)
(0.6249966621398926, 22.162098466467505)
(0.6093778610229492, 22.179115892753096)
(0.6093719005584717, 22.01724947603066)
(0.5937497615814209, 20.4074562462193)
(0.6093752384185791, 22.521523853816824)
(0.688671350479126, 22.682490837945878)
(0.6093719005584717, 22.41749918415121)
(0.609372615814209, 22.189145510500175)
(0.609382152557373, 22.083387124187873)
(0.6093728542327881, 22.909435979625837)
(0.609375, 22.309269669032275)
(0.6093745231628418, 22.3436745356384)
(0.6250002384185791, 22.772972152025766)
(0.6093704700469971, 22.533535680363645)
(0.6250038146972656, 22.469936146790456)
(0.6093747615814209, 22.46630156306567)
(0.6249964237213135, 20.786724501613726)
(0.6093790531158447, 22.45693915424922)
(0.6093747615814209, 22.03189061079207)
(0.5937504768371582, 21.71753139800099)
(0.6093721389770508, 22.3254799412857)

Promedio de tiempos:
0.6128319931030274 segundos
612.8319931030273 milisegundos

Desviación estándar:
0.01275560370080685 segundos
12.755603700806851 milisegundos

Promedio valor función objetivo:
22.208773946255995
Desviación estándar valor función objetivo:
0.01275560370080685
