Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 90 iteraciones y 80 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(6.718750953674316, 22.31779894472853)
(6.751158952713013, 22.797048875780447)
(6.6718714237213135, 22.60368037309789)
(6.563660621643066, 20.370484537544925)
(6.781245470046997, 22.562190790654917)
(6.688656330108643, 22.395704020299586)
(6.715466737747192, 22.661104795233324)
(6.640620231628418, 22.009872233276628)
(6.718749761581421, 22.130209459770747)
(6.8637402057647705, 20.57397127088769)
(6.671874523162842, 22.317565992932167)
(6.67303729057312, 22.74485653264396)
(6.697596311569214, 21.94485137486007)
(6.734375, 22.6188188935948)
(6.657417058944702, 22.238044463378976)
(6.703130483627319, 22.397250942643133)
(6.719907522201538, 21.87645336725799)
(6.782426595687866, 22.389854622214035)
(6.703123331069946, 22.36211692045654)
(6.67303991317749, 22.366202495653358)
(6.68870997428894, 22.226947542618603)
(6.828125, 20.900330929896707)
(6.688675165176392, 22.882446612670954)
(6.704308032989502, 22.574241157251937)
(6.694923400878906, 22.740715384444727)
(6.6896727085113525, 22.013382939881833)
(6.718755006790161, 21.96199726707113)
(6.876263856887817, 20.915028407329572)
(6.688658714294434, 22.188887530282244)
(6.828120946884155, 20.527294548165163)
(6.776578903198242, 22.48764808185356)
(6.718841314315796, 22.873358712702444)
(6.5937488079071045, 21.81309695872955)
(6.703121662139893, 22.30502693825493)
(6.688667297363281, 22.62500960144259)
(6.765624523162842, 22.443020375209603)
(6.704314947128296, 22.155635496306214)
(6.7343785762786865, 22.464724662571626)
(6.7042555809021, 22.57263628541498)
(6.765627861022949, 22.499181830008624)
(6.685554504394531, 22.5014686967287)
(6.673108816146851, 22.499846025590983)
(6.6718714237213135, 22.425918221184386)
(6.673032283782959, 22.346522929054384)
(6.750000715255737, 22.221214280374422)
(6.641712665557861, 22.300981608992334)
(6.687500238418579, 22.508641450923303)
(6.673032522201538, 22.619777052275058)
(6.734375238418579, 21.999983166423885)
(6.855495452880859, 20.831444179264274)

Promedio de tiempos:
6.714738097190857 segundos
6714.738097190857 milisegundos

Desviación estándar:
0.06139354903827925 segundos
61.393549038279254 milisegundos

Promedio valor función objetivo:
22.182089795596568
Desviación estándar valor función objetivo:
0.6087978495601964
