Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 50 iteraciones y 90 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(1.18855881690979, 20.501406901512894)
(1.2316584587097168, 22.393884420109956)
(1.143653154373169, 20.707271920057476)
(1.3253893852233887, 22.37419056673309)
(1.3147120475769043, 22.70735538421057)
(1.2798984050750732, 22.485146815767692)
(1.3241043090820312, 22.32097274179528)
(1.267117977142334, 22.236161103316984)
(1.0668609142303467, 22.452138768880516)
(1.2629809379577637, 22.544104695411086)
(1.1450343132019043, 22.27099172661015)
(1.4272561073303223, 22.536077480864588)
(1.3015737533569336, 22.291538598223156)
(1.2821505069732666, 22.052538375355677)
(1.4265084266662598, 22.464013659623376)
(1.3882310390472412, 22.32997946264881)
(1.0977718830108643, 22.670216935530163)
(1.3651576042175293, 22.1842900688554)
(1.2236480712890625, 22.572000317152703)
(1.4194386005401611, 22.48426916219658)
(1.1666805744171143, 22.376400696058614)
(1.2361507415771484, 22.29074895390549)
(1.4084246158599854, 22.25945078580388)
(1.4623136520385742, 22.776153081091735)
(1.2054929733276367, 22.093576115091068)
(1.240325689315796, 22.32002862802528)
(1.216581106185913, 22.131136951723672)
(1.16666579246521, 22.417452109029018)
(1.140183925628662, 22.155621597881442)
(1.1321568489074707, 22.420520423230847)
(1.0736095905303955, 22.755051603311585)
(1.3237287998199463, 22.488325387019362)
(1.3147637844085693, 22.46647020434315)
(1.0845181941986084, 22.13908825158014)
(1.2048311233520508, 21.82708402835909)
(1.1689453125, 21.838725352788945)
(1.106405258178711, 22.18419465112328)
(1.170809268951416, 22.320887303457585)
(1.2767071723937988, 22.06085070456643)
(1.2794101238250732, 22.28327213702214)
(1.400620460510254, 22.598430034116756)
(1.2934346199035645, 22.66716299581167)
(1.3561131954193115, 22.27759511206303)
(1.3170971870422363, 22.013105331685033)
(1.052259922027588, 22.32969490271244)
(1.06341552734375, 21.780076639496226)
(1.2293829917907715, 22.58141692640357)
(1.1587228775024414, 22.756390357603532)
(1.2827825546264648, 22.768592941216735)
(1.2400593757629395, 22.188765280655637)

Promedio de tiempos:
1.2450859594345092 segundos
1245.0859594345093 milisegundos

Desviación estándar:
0.10672237953066785 segundos
106.72237953066785 milisegundos

Promedio valor función objetivo:
22.28289637184067
Desviación estándar valor función objetivo:
0.10672237953066785
