Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 20 iteraciones y 40 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(0.5206348896026611, 20.34082752777557)
(0.5159499645233154, 22.252512298499322)
(0.46844005584716797, 22.353543761581644)
(0.4941108226776123, 22.70580212778545)
(0.4570801258087158, 22.030225350378217)
(0.45209431648254395, 22.46857407392265)
(0.5268635749816895, 22.61286447088012)
(0.5000894069671631, 22.361335177778397)
(0.5313599109649658, 22.701369315252528)
(0.5007638931274414, 20.639136662190033)
(0.5262570381164551, 20.764321257117736)
(0.6033470630645752, 22.248071559987913)
(0.7256348133087158, 22.146176504155815)
(0.5860867500305176, 22.66603856078836)
(0.5102903842926025, 20.75734511131181)
(0.48220324516296387, 22.50536842296647)
(0.42000818252563477, 22.24025331882744)
(0.4337947368621826, 22.350604560417963)
(0.5226297378540039, 22.588772740572526)
(0.5060455799102783, 22.18148801707933)
(0.5827994346618652, 22.164147496633255)
(0.6305632591247559, 22.296034622681503)
(0.5045905113220215, 22.106173140858722)
(0.562138557434082, 21.87537067935762)
(0.483126163482666, 22.317433899678406)
(0.5506157875061035, 22.44653022352239)
(0.5391690731048584, 22.286185188990444)
(0.519315242767334, 22.224908081652075)
(0.540884256362915, 22.44237382278072)
(0.5074753761291504, 22.34311680380785)
(0.6543495655059814, 22.256894209573076)
(0.6513490676879883, 22.569866272476393)
(0.5330643653869629, 22.427388675198642)
(0.5060074329376221, 22.084010598645932)
(0.6340186595916748, 22.26112177129368)
(0.6428475379943848, 22.513487011688934)
(0.6290206909179688, 22.152547133299503)
(0.5274286270141602, 22.228877672121858)
(0.555743932723999, 22.675847135095683)
(0.7169649600982666, 22.143127597688867)
(0.5969429016113281, 22.1654640831726)
(0.580024003982544, 22.327886588539794)
(0.6465609073638916, 20.647130813495934)
(0.7049057483673096, 22.225801284512222)
(0.6112062931060791, 22.17272177018116)
(0.5918128490447998, 21.847102314512266)
(0.620471715927124, 22.123143953451187)
(0.6095201969146729, 22.34388990604297)
(0.5517675876617432, 22.53775763376839)
(0.5665409564971924, 22.218678770775515)

Promedio de tiempos:
0.556698203086853 segundos
556.698203086853 milisegundos

Desviación estándar:
0.07071307778750299 segundos
70.713077787503 milisegundos

Promedio valor función objetivo:
22.146792999495336
Desviación estándar valor función objetivo:
0.07071307778750299
