Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 50 iteraciones y 40 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(1.293870449066162, 22.25468964407185)
(0.9784049987792969, 22.262318867136372)
(1.093968152999878, 22.07151208171872)
(1.1683599948883057, 22.2131211582531)
(1.0345613956451416, 22.532464762022226)
(1.004579782485962, 22.53259848779984)
(1.166396141052246, 22.18062118875134)
(1.06842041015625, 22.495436545218077)
(1.0436196327209473, 22.358070730301538)
(1.1012728214263916, 22.01784214858172)
(0.9917399883270264, 22.58604397095485)
(1.1394033432006836, 21.717257755340505)
(1.1028656959533691, 22.394964932763013)
(1.0362403392791748, 22.336400033469015)
(0.907672643661499, 22.24868431118784)
(1.024627685546875, 22.69937378455517)
(1.0343079566955566, 22.017487628418113)
(0.9669661521911621, 22.071369201018545)
(0.9675886631011963, 22.459866302505404)
(0.9297916889190674, 22.128989037166033)
(1.0100436210632324, 22.41356185033206)
(1.0396630764007568, 22.30492200103332)
(0.9595448970794678, 22.281265175231646)
(0.9887726306915283, 22.327764108535316)
(1.0896174907684326, 22.439864939421966)
(0.9203104972839355, 22.25303103966859)
(1.0588083267211914, 22.2090384624933)
(0.9021053314208984, 22.29354919859881)
(1.0483214855194092, 22.46361423754237)
(0.9723777770996094, 22.345048619245176)
(0.8738856315612793, 22.5299014393995)
(0.9637253284454346, 22.47638497680058)
(1.0390071868896484, 22.597417366048525)
(1.0025196075439453, 22.62350921146267)
(1.1353743076324463, 22.282058928681362)
(1.0164060592651367, 22.103681152332257)
(1.1643836498260498, 22.120328646934404)
(0.866783857345581, 22.14727169701136)
(1.0380728244781494, 22.687636216337918)
(1.088606357574463, 22.705798592809646)
(1.0838346481323242, 22.283949881603846)
(1.1756885051727295, 22.200482533490273)
(0.9473819732666016, 22.277868644493513)
(1.0089011192321777, 22.24242812099923)
(1.004645824432373, 22.142065701951527)
(1.0303001403808594, 22.710284453885905)
(0.9497227668762207, 22.592748139557983)
(0.9789814949035645, 22.08756002973442)
(1.0396769046783447, 22.34746754310011)
(0.9814038276672363, 22.207059152574622)

Promedio de tiempos:
1.0286705017089843 segundos
1028.6705017089844 milisegundos

Desviación estándar:
0.08358983239372557 segundos
83.58983239372557 milisegundos

Promedio valor función objetivo:
22.325533492650912
Desviación estándar valor función objetivo:
0.08358983239372557
