Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 80 iteraciones y 80 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(7.300983905792236, 22.60360476310814)
(7.299995183944702, 22.221263694620824)
(7.360007047653198, 22.373192719140803)
(7.562994956970215, 20.925964962984047)
(7.16301965713501, 22.170944388853933)
(7.219998598098755, 22.235188833155167)
(7.332000255584717, 22.58207038128207)
(7.552001953125, 20.682845625450945)
(7.2049946784973145, 22.272430520399624)
(7.265999794006348, 22.4252109021345)
(7.235998630523682, 22.79504190407009)
(7.168999433517456, 22.224196327322176)
(7.308000564575195, 22.588878530347593)
(7.20799994468689, 22.775458220222795)
(7.2179670333862305, 22.605597446742586)
(7.434999704360962, 20.621944885816234)
(7.307003498077393, 22.781751523435524)
(7.219998359680176, 22.27197819629289)
(7.259000062942505, 22.14406147585097)
(7.244999408721924, 22.369204509105224)
(7.322999477386475, 22.127666556665602)
(7.251982688903809, 22.447842796793694)
(7.332016706466675, 22.738946951011037)
(7.305999755859375, 22.499304648182868)
(7.2859978675842285, 22.79644995647271)
(7.254999399185181, 22.726512164497883)
(7.67298436164856, 22.26232798569272)
(7.4280219078063965, 22.460166721507893)
(7.456984996795654, 22.803645356637688)
(7.307016134262085, 22.480999859750995)
(7.313995599746704, 22.333448880394126)
(7.3230061531066895, 22.323289607335813)
(7.55099630355835, 22.706052031346612)
(7.545000076293945, 22.50039416676556)
(7.173007488250732, 22.53616786295922)
(7.305989742279053, 22.667251474046118)
(7.289994955062866, 21.76022584357355)
(7.250999450683594, 22.16972443453566)
(7.561983108520508, 22.26986480508803)
(7.303018093109131, 22.250912343248743)
(7.201999187469482, 22.24221112650779)
(7.188999652862549, 22.935407552462387)
(7.667994737625122, 22.241726378730785)
(7.147003412246704, 22.104854609603557)
(7.149999618530273, 21.920335919903852)
(7.653973340988159, 22.402725832567807)
(7.387021541595459, 22.674199329379093)
(7.3440070152282715, 22.198371556262085)
(7.255004644393921, 22.325892153976703)
(7.183997631072998, 22.40644345687488)

Promedio de tiempos:
7.325679154396057 segundos
7325.679154396057 milisegundos

Desviación estándar:
0.1383100273238693 segundos
138.3100273238693 milisegundos

Promedio valor función objetivo:
22.31968384346223
Desviación estándar valor función objetivo:
0.1383100273238693
