Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 50 iteraciones y 30 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(1.8260200023651123, 20.99599306705903)
(1.7220160961151123, 22.501053911704062)
(1.7349810600280762, 22.689571580924568)
(1.798018217086792, 20.9210310015818)
(1.7359769344329834, 22.717203057992563)
(1.7150206565856934, 22.410715576951638)
(1.7259953022003174, 22.233133666989676)
(1.7420003414154053, 22.095966166863438)
(1.791985034942627, 22.336479999924975)
(1.75099778175354, 22.380964169093623)
(1.7599878311157227, 22.65616871226612)
(1.7190165519714355, 21.981113450515515)
(1.7869884967803955, 22.743079013370288)
(1.703977108001709, 22.23990132037407)
(1.7299981117248535, 22.33146809289147)
(1.7950024604797363, 22.562118604263812)
(1.7249937057495117, 22.224812857098627)
(1.7420012950897217, 22.495099445869073)
(1.7929975986480713, 22.39572071889895)
(1.7210156917572021, 22.374438212699943)
(1.7059948444366455, 22.614667888982943)
(1.7059993743896484, 22.379528633951875)
(1.7469995021820068, 20.954312374112114)
(1.7159781455993652, 22.648693689901332)
(1.7279982566833496, 22.58655705835937)
(1.725020408630371, 22.346838993696462)
(1.716977596282959, 22.486859233602218)
(1.7110202312469482, 22.566937436025817)
(1.699977159500122, 22.47823043097964)
(1.7070207595825195, 22.582334596989778)
(1.7869813442230225, 22.408625657682308)
(1.6989967823028564, 22.733246436281924)
(1.7319960594177246, 22.399647145382694)
(1.697016716003418, 22.563158101834322)
(1.6989986896514893, 22.449212475744474)
(1.7069776058197021, 22.266699254968298)
(1.6959929466247559, 22.48250500746549)
(1.7189984321594238, 22.356307719296034)
(1.7239990234375, 22.357661028892846)
(1.7319984436035156, 22.325093971646112)
(1.8040025234222412, 22.55423714500565)
(1.760012149810791, 22.3858878177299)
(1.799975872039795, 22.661770208490367)
(1.718993902206421, 22.373740398555718)
(1.7530016899108887, 22.189923303637194)
(1.7379937171936035, 22.325036234167726)
(1.8160018920898438, 22.323158990331194)
(1.7499935626983643, 22.70081615673728)
(1.7429981231689453, 22.226329050810918)
(1.694021224975586, 22.415729018149317)

Promedio de tiempos:
1.739018545150757 segundos
1739.0185451507568 milisegundos

Desviación estándar:
0.034911832570510656 segundos
34.911832570510654 milisegundos

Promedio valor función objetivo:
22.348595561734886
Desviación estándar valor función objetivo:
0.034911832570510656
