Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 20 iteraciones y 20 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(0.2889976501464844, 22.16667942589892)
(0.2839832305908203, 21.91339390550851)
(0.2819938659667969, 22.501133239475763)
(0.3240020275115967, 20.560196131001884)
(0.2579994201660156, 22.20218260701735)
(0.2709789276123047, 22.098438479816505)
(0.3699948787689209, 20.25859847740204)
(0.31200408935546875, 22.26242463259323)
(0.2710001468658447, 20.226605512756723)
(0.29399752616882324, 22.564096313226365)
(0.3119959831237793, 22.510877728799674)
(0.28900146484375, 22.82923202171018)
(0.32901549339294434, 22.213673047176627)
(0.8246190547943115, 22.55988820711909)
(0.2749903202056885, 22.46280951951708)
(0.26799917221069336, 22.67950446546685)
(0.3549997806549072, 22.16384922320227)
(0.28099870681762695, 22.019418550192952)
(0.28999996185302734, 22.19998837302982)
(0.27499866485595703, 22.312369812961034)
(0.29102349281311035, 22.223447836618043)
(0.2809770107269287, 22.254297910537904)
(0.37900590896606445, 20.94875911705947)
(0.2799975872039795, 22.264125996002726)
(0.2849998474121094, 22.8862214558261)
(0.27599310874938965, 22.29977036862383)
(0.27597475051879883, 22.21970326609727)
(0.29599928855895996, 21.64361770411405)
(0.32399773597717285, 22.09866851440756)
(0.31199193000793457, 21.91344094289113)
(0.28099918365478516, 22.291069921956257)
(0.2799997329711914, 20.69949036464377)
(0.26499509811401367, 20.104409047003276)
(0.26999950408935547, 21.95597911921531)
(0.30299925804138184, 22.28933685663802)
(0.27899980545043945, 22.227222867148164)
(0.2839972972869873, 21.92464664523824)
(0.272003173828125, 20.415800715273747)
(0.278001070022583, 22.090106026219072)
(0.31099820137023926, 22.51351903930732)
(0.2769780158996582, 22.035050063726715)
(0.2669947147369385, 22.475923269926753)
(0.29399991035461426, 22.118914263687607)
(0.2759995460510254, 22.271544638857705)
(0.2799961566925049, 22.017737228064146)
(0.25499987602233887, 22.505351170881646)
(0.28299999237060547, 20.314001656989205)
(0.28499937057495117, 22.67689003174814)
(0.3040003776550293, 22.145619366207562)
(0.28299975395202637, 22.0609998777942)

Promedio de tiempos:
0.3016098213195801 segundos
301.6098213195801 milisegundos

Desviación estándar:
0.07892060688504945 segundos
78.92060688504945 milisegundos

Promedio valor función objetivo:
21.971820499131553
Desviación estándar valor función objetivo:
0.07892060688504945
