Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 60 iteraciones y 80 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(0.9260044097900391, 22.513715718255987)
(1.0620007514953613, 22.347694915368955)
(0.9760010242462158, 22.165898573536094)
(0.9049985408782959, 22.59073422876028)
(0.9129955768585205, 22.352267435761192)
(0.8769986629486084, 22.832071187096066)
(0.9429998397827148, 22.289749402395778)
(1.01300048828125, 22.252728676540006)
(0.935002326965332, 20.767506854860248)
(0.9569988250732422, 22.149354839240328)
(0.9740021228790283, 22.629182443874715)
(0.9729948043823242, 22.24864888329033)
(0.9160008430480957, 22.285161267071683)
(0.9739992618560791, 21.070622298497124)
(0.9220025539398193, 22.185945502419862)
(0.921999454498291, 22.49896469833517)
(0.9360005855560303, 22.7008720493475)
(0.9639980792999268, 22.238380911983455)
(0.8759975433349609, 22.06109679729616)
(1.0390000343322754, 22.384661894415466)
(0.9260022640228271, 21.857205622571577)
(0.9540002346038818, 22.481602774158134)
(1.0709989070892334, 22.413568378297807)
(1.0359995365142822, 21.821261325381208)
(0.9139997959136963, 22.872228019211885)
(2.383002758026123, 21.817916002202733)
(0.8809986114501953, 22.276877052196795)
(0.895003080368042, 22.390201324328192)
(0.9039962291717529, 22.908648635309433)
(0.8930010795593262, 22.503931965561545)
(0.9849996566772461, 22.016348092519504)
(0.9629991054534912, 22.26696654578926)
(0.9319987297058105, 22.299042164325837)
(0.8980026245117188, 22.65550967360169)
(0.9730019569396973, 22.0720324169689)
(0.9329965114593506, 22.587100731452683)
(0.9450030326843262, 22.39283104834379)
(0.8630006313323975, 22.282382228165943)
(0.972001314163208, 22.216871181022245)
(0.939995527267456, 22.338893976600282)
(0.9059994220733643, 22.89729870981304)
(0.9260005950927734, 22.052579278780385)
(0.9880061149597168, 22.23244331890592)
(0.9259958267211914, 22.613920443052027)
(0.9230003356933594, 20.693646989680264)
(0.866002082824707, 20.698516549275105)
(0.9579970836639404, 22.772059903820903)
(0.9170064926147461, 22.547521286430708)
(0.9019947052001953, 22.568645181907115)
(0.8889997005462646, 22.377210113781143)

Promedio de tiempos:
0.9692999935150146 segundos
969.2999935150146 milisegundos

Desviación estándar:
0.20735799894531165 segundos
207.35799894531166 milisegundos

Promedio valor función objetivo:
22.24981039023605
Desviación estándar valor función objetivo:
0.20735799894531165
