Prueba de exactitud	
Iteración: 0	
21.99484768	13
hormigas: 10 iteraciones:10	
21.84075972	13
21.75579579	13
21.9103782	13
21.74263385	13
21.68593662	13
hormigas: 20 iteraciones:10	
21.87550582	13
21.87888288	13
21.7535799	13
21.82934142	13
21.81494808	13
hormigas: 30 iteraciones:10	
21.90744724	13
21.89767426	13
21.81004507	13
21.84484009	13
21.90180692	13
hormigas: 40 iteraciones:10	
21.82776057	13
21.89153304	13
21.81600646	13
21.8591824	13
21.85786982	13
hormigas: 50 iteraciones:10	
21.8686485	13
21.87351731	13
21.85807373	13
21.83106732	13
21.83284936	13
hormigas: 60 iteraciones:10	
21.90750373	13
21.85251793	13
21.85770067	13
21.88304962	13
21.93738502	13
hormigas: 70 iteraciones:10	
21.94598407	13
21.85560152	13
21.84226855	13
21.82514051	13
21.80250996	13
hormigas: 80 iteraciones:10	
21.87134265	13
21.88213654	13
21.87831674	13
21.88182953	13
21.83724398	13
hormigas: 90 iteraciones:10	
21.88822014	13
21.92033243	13
21.86043086	13
21.85012858	13
21.85232837	13
hormigas: 10 iteraciones:20	
21.84359604	13
21.8737586	13
21.86404073	13
21.80857369	13
21.81987916	13
hormigas: 20 iteraciones:20	
21.83306785	13
21.77368597	13
21.78390411	13
21.93453669	13
21.88531713	13
hormigas: 30 iteraciones:20	
21.91133961	13
21.89839884	13
21.87032647	13
21.89571328	13
21.88497128	13
hormigas: 40 iteraciones:20	
21.86358541	13
21.86416919	13
21.8491009	13
21.88416583	13
21.91232339	13
hormigas: 50 iteraciones:20	
21.83870245	13
21.90968378	13
21.87614374	13
21.87666279	13
21.9068788	13
hormigas: 60 iteraciones:20	
21.87527704	13
21.89635382	13
21.86252405	13
21.9311632	13
21.84632109	13
hormigas: 70 iteraciones:20	
21.87867354	13
21.87009672	13
21.91357719	13
21.89472991	13
21.83000867	13
hormigas: 80 iteraciones:20	
21.89008344	13
21.89140853	13
21.92539246	13
21.87191655	13
21.93202761	13
hormigas: 90 iteraciones:20	
21.87255238	13
21.91924431	13
21.89601535	13
21.88664762	13
21.87316508	13
hormigas: 10 iteraciones:30	
21.80032478	13
21.8911115	13
21.90454893	13
21.83029149	13
21.91794264	13
hormigas: 20 iteraciones:30	
21.842269	13
21.83934472	13
21.86032795	13
21.83238151	13
21.83820182	13
hormigas: 30 iteraciones:30	
21.89808524	13
21.85648814	13
21.96866096	13
21.8594969	13
21.95363673	13
hormigas: 40 iteraciones:30	
21.873003	13
21.89898168	13
21.85921243	13
21.85222349	13
21.92690131	13
hormigas: 50 iteraciones:30	
21.90037086	13
21.95233766	13
21.89346553	13
21.87853911	13
21.93858001	13
hormigas: 60 iteraciones:30	
21.92469597	13
21.94721646	13
21.87166109	13
21.95846979	13
21.89643663	13
hormigas: 70 iteraciones:30	
21.88259083	13
21.87432015	13
21.86873339	13
21.93376942	13
21.88613791	13
hormigas: 80 iteraciones:30	
21.89702458	13
21.87873886	13
21.87465382	13
21.91208359	13
21.93529635	13
hormigas: 90 iteraciones:30	
21.90123105	13
21.92599298	13
21.85320199	13
21.92179883	13
21.93537332	13
hormigas: 10 iteraciones:40	
21.810983	13
21.8101532	13
21.81844304	13
21.86705591	13
21.80593571	13
hormigas: 20 iteraciones:40	
21.88889801	13
21.90700919	13
21.87289858	13
21.9028126	13
21.91851368	13
hormigas: 30 iteraciones:40	
21.9008781	13
21.89182885	13
21.92402205	13
21.89236018	13
21.91338055	13
hormigas: 40 iteraciones:40	
21.89646855	13
21.91648427	13
21.87412127	13
21.86269104	13
21.9137514	13
hormigas: 50 iteraciones:40	
21.89154931	13
21.85333123	13
21.88996586	13
21.88037232	13
21.8880569	13
hormigas: 60 iteraciones:40	
21.88260124	13
21.91859492	13
21.93640266	13
21.90629324	13
21.92227688	13
hormigas: 70 iteraciones:40	
21.85998828	13
21.88338254	13
21.88306782	13
21.92266385	13
21.89712636	13
hormigas: 80 iteraciones:40	
21.88133728	13
21.90006317	13
21.9249947	13
21.90227144	13
21.92246329	13
hormigas: 90 iteraciones:40	
21.94516673	13
21.89591591	13
21.88421664	13
21.89648492	13
21.9166132	13
hormigas: 10 iteraciones:50	
21.86873726	13
21.85591205	13
21.8764528	13
21.84124954	13
21.83777999	13
hormigas: 20 iteraciones:50	
21.8927725	13
21.85617663	13
21.86014552	13
21.84464943	13
21.83200466	13
hormigas: 30 iteraciones:50	
21.90257243	13
21.91891184	13
21.84921486	13
21.8875912	13
21.85324079	13
hormigas: 40 iteraciones:50	
21.89325521	13
21.87413919	13
21.90638326	13
21.90405198	13
21.92851585	13
hormigas: 50 iteraciones:50	
21.91752995	13
21.87640423	13
21.89454197	13
21.92921961	13
21.90247853	13
hormigas: 60 iteraciones:50	
21.88287291	13
21.86401172	13
21.88705284	13
21.89013505	13
21.88696107	13
hormigas: 70 iteraciones:50	
21.91933606	13
21.92373378	13
21.9292805	13
21.94687053	13
21.92509853	13
hormigas: 80 iteraciones:50	
21.90130965	13
21.89020108	13
21.90500307	13
21.8801535	13
21.91744243	13
hormigas: 90 iteraciones:50	
21.91035089	13
21.90014375	13
21.89551901	13
21.92512608	13
21.92211559	13
hormigas: 10 iteraciones:60	
21.88244804	13
21.87444897	13
21.83937454	13
21.83675333	13
21.86503197	13
hormigas: 20 iteraciones:60	
21.85936521	13
21.86135369	13
21.83486185	13
21.91318054	13
21.88796229	13
hormigas: 30 iteraciones:60	
21.88584629	13
21.84999961	13
21.86284609	13
21.84120257	13
21.84331168	13
hormigas: 40 iteraciones:60	
21.91406033	13
21.88318715	13
21.91924189	13
21.8965958	13
21.91663293	13
hormigas: 50 iteraciones:60	
21.93835804	13
21.92124143	13
21.92538535	13
21.87492874	13
21.93740754	13
hormigas: 60 iteraciones:60	
21.91228081	13
21.91998364	13
21.94296067	13
21.8853457	13
21.89422147	13
hormigas: 70 iteraciones:60	
21.92882627	13
21.88624508	13
21.89212065	13
21.87237622	13
21.94952026	13
hormigas: 80 iteraciones:60	
21.92864589	13
21.93742795	13
21.93776524	13
21.91664168	13
21.89412171	13
hormigas: 90 iteraciones:60	
21.88715891	13
21.92426569	13
21.92937042	13
21.95058993	13
21.92670591	13
hormigas: 10 iteraciones:70	
21.88638822	13
21.85835425	13
21.87700171	13
21.85290762	13
21.88135696	13
hormigas: 20 iteraciones:70	
21.86054372	13
21.90274049	13
21.9286505	13
21.91881175	13
21.86250777	13
hormigas: 30 iteraciones:70	
21.88935505	13
21.92339163	13
21.92041148	13
21.91596472	13
21.84280851	13
hormigas: 40 iteraciones:70	
21.85612352	13
21.89687681	13
21.93889252	13
21.95056635	13
21.91264137	13
hormigas: 50 iteraciones:70	
21.91873345	13
21.91796617	13
21.90499929	13
21.89849345	13
21.91069285	13
hormigas: 60 iteraciones:70	
21.89934143	13
21.90963817	13
21.93288987	13
21.91849555	13
21.89764153	13
hormigas: 70 iteraciones:70	
21.91627922	13
21.94339722	13
21.93134318	13
21.92350148	13
21.90300644	13
hormigas: 80 iteraciones:70	
21.91815762	13
21.91962577	13
21.93085335	13
21.91832208	13
21.95092782	13
hormigas: 90 iteraciones:70	
21.90324049	13
21.9207387	13
21.93034332	13
21.9365065	13
21.93092102	13
hormigas: 10 iteraciones:80	
21.85380441	13
21.87802148	13
21.90103266	13
21.95287644	13
21.88018223	13
hormigas: 20 iteraciones:80	
21.8826094	13
21.86867944	13
21.88118834	13
21.90290007	13
21.88392791	13
hormigas: 30 iteraciones:80	
21.88154311	13
21.88102493	13
21.86586941	13
21.91468891	13
21.89496557	13
hormigas: 40 iteraciones:80	
21.90349968	13
21.9148061	13
21.90341623	13
21.8794326	13
21.91280811	13
hormigas: 50 iteraciones:80	
21.91890596	13
21.90763721	13
21.89862149	13
21.89543371	13
21.95329968	13
hormigas: 60 iteraciones:80	
21.8937255	13
21.88464897	13
21.91807526	13
21.9492668	13
21.91917163	13
hormigas: 70 iteraciones:80	
21.88564713	13
21.90703186	13
21.92756612	13
21.92905006	13
21.93746812	13
hormigas: 80 iteraciones:80	
21.8934272	13
21.93321649	13
21.9325526	13
21.91566179	13
21.90725605	13
hormigas: 90 iteraciones:80	
21.88901848	13
21.92484036	13
21.93070641	13
21.96884851	13
21.93802899	13
hormigas: 10 iteraciones:90	
21.86012891	13
21.90501145	13
21.89409446	13
21.87640903	13
21.87051035	13
hormigas: 20 iteraciones:90	
21.90045106	13
21.9316404	13
21.87433721	13
21.91190964	13
21.90933701	13
hormigas: 30 iteraciones:90	
21.91871877	13
21.89177318	13
21.88529629	13
21.94393599	13
21.89664479	13
hormigas: 40 iteraciones:90	
21.89143435	13
21.95388452	13
21.90712916	13
21.90415806	13
21.93059035	13
hormigas: 50 iteraciones:90	
21.92393419	13
21.904377	13
21.95879584	13
21.91054961	13
21.9259125	13
hormigas: 60 iteraciones:90	
21.92461845	13
21.92852415	13
21.97171064	13
21.92122932	13
21.92599232	13
hormigas: 70 iteraciones:90	
21.94136643	13
21.92482034	13
21.95757144	13
21.92756591	13
21.92505661	13
hormigas: 80 iteraciones:90	
21.92787236	13
21.929833	13
21.9135127	13
21.93882846	13
21.91080029	13
hormigas: 90 iteraciones:90	
21.94632139	13
21.97605367	13
21.91022773	13
21.92876369	13
21.92285793	13
Iteración: 1	
22.30007461	13
hormigas: 10 iteraciones:10	
22.11522899	13
22.0603701	13
22.07059036	13
22.0856629	13
22.02591768	13
hormigas: 20 iteraciones:10	
22.15329296	13
22.08515373	13
22.24410431	13
22.18132276	13
22.17264049	13
hormigas: 30 iteraciones:10	
22.07617987	13
22.07499204	13
22.12730875	13
22.11545002	13
22.06016467	13
hormigas: 40 iteraciones:10	
22.08417885	13
22.07405649	13
22.11731405	13
22.06997131	13
22.06683191	13
hormigas: 50 iteraciones:10	
22.10208195	13
22.05882363	13
22.17611103	13
22.08479596	13
22.16746227	13
hormigas: 60 iteraciones:10	
22.19024322	13
22.11427377	13
22.10047334	13
22.07493358	13
22.18754902	13
hormigas: 70 iteraciones:10	
22.191011	13
22.10676289	13
22.18089532	13
22.0865899	13
22.13396581	13
hormigas: 80 iteraciones:10	
22.12299001	13
22.14860837	13
22.11241838	13
22.23946889	13
22.10324113	13
hormigas: 90 iteraciones:10	
22.12295258	13
22.14130984	13
22.11516492	13
22.13536854	13
22.12158066	13
hormigas: 10 iteraciones:20	
22.07664257	13
22.13910574	13
22.19144571	13
22.1200198	13
22.06729951	13
hormigas: 20 iteraciones:20	
22.06889149	13
22.0647256	13
22.14584411	13
22.12733231	13
22.1098688	13
hormigas: 30 iteraciones:20	
22.13268686	13
22.09649036	13
22.15270881	13
22.19755292	13
22.13444296	13
hormigas: 40 iteraciones:20	
22.16014213	13
22.08727732	13
22.14184753	13
22.09102463	13
22.19556311	13
hormigas: 50 iteraciones:20	
22.10523147	13
22.11888387	13
22.11710166	13
22.11864553	13
22.19058973	13
hormigas: 60 iteraciones:20	
22.19519924	13
22.09422901	13
22.11987573	13
22.12774314	13
22.12796727	13
hormigas: 70 iteraciones:20	
22.11712882	13
22.16502044	13
22.1583338	13
22.16982154	13
22.21229544	13
hormigas: 80 iteraciones:20	
22.22478703	13
22.24658641	13
22.14239787	13
22.17430508	13
22.1298282	13
hormigas: 90 iteraciones:20	
22.0896258	13
22.18782541	13
22.16769238	13
22.17997253	13
22.13769856	13
hormigas: 10 iteraciones:30	
22.09956461	13
22.15892217	13
22.14309643	13
22.12334871	13
22.06201564	13
hormigas: 20 iteraciones:30	
22.12454844	13
22.13640273	13
22.17615483	13
22.1461582	13
22.17965307	13
hormigas: 30 iteraciones:30	
22.15103581	13
22.14202172	13
22.14265572	13
22.19077107	13
22.20055706	13
hormigas: 40 iteraciones:30	
22.12001589	13
22.19374643	13
22.1428282	13
22.15410153	13
22.14901377	13
hormigas: 50 iteraciones:30	
22.16983804	13
22.17759085	13
22.21371891	13
22.1994015	13
22.11515098	13
hormigas: 60 iteraciones:30	
22.23208902	13
22.19282192	13
22.13146343	13
22.12212093	13
22.21081393	13
hormigas: 70 iteraciones:30	
22.17991521	13
22.16490403	13
22.17307558	13
22.12611747	13
22.1940963	13
hormigas: 80 iteraciones:30	
22.21462936	13
22.17008251	13
22.16655894	13
22.13447949	13
22.17521011	13
hormigas: 90 iteraciones:30	
22.16159653	13
22.18505145	13
22.17464583	13
22.17396068	13
22.20994612	13
hormigas: 10 iteraciones:40	
22.0710969	13
22.08895203	13
22.02852189	13
22.11303917	13
22.08974934	13
hormigas: 20 iteraciones:40	
22.14837348	13
22.10837303	13
22.15500747	13
22.17414757	13
22.11415921	13
hormigas: 30 iteraciones:40	
22.15188999	13
22.21895415	13
22.19436485	13
22.12077418	13
22.13049587	13
hormigas: 40 iteraciones:40	
22.14883411	13
22.17768539	13
22.14866594	13
22.19736049	13
22.22302744	13
hormigas: 50 iteraciones:40	
22.1813223	13
22.1810855	13
22.19532661	13
22.22174936	13
22.19691594	13
hormigas: 60 iteraciones:40	
22.20701117	13
22.14780641	13
22.16444185	13
22.15504327	13
22.12204865	13
hormigas: 70 iteraciones:40	
22.15378378	13
22.15370065	13
22.14476852	13
22.16369255	13
22.2227798	13
hormigas: 80 iteraciones:40	
22.16605929	13
22.20816978	13
22.19138538	13
22.19333308	13
22.21041536	13
hormigas: 90 iteraciones:40	
22.17731294	13
22.23392792	13
22.16834826	13
22.20942893	13
22.18748943	13
hormigas: 10 iteraciones:50	
22.19639589	13
22.15021461	13
22.16230512	13
22.08428489	13
22.07491425	13
hormigas: 20 iteraciones:50	
22.22239868	13
22.15046684	13
22.12610793	13
22.09377405	13
22.11520142	13
hormigas: 30 iteraciones:50	
22.12037029	13
22.14401779	13
22.1859159	13
22.14333566	13
22.17089219	13
hormigas: 40 iteraciones:50	
22.21006563	13
22.20283606	13
22.22105561	13
22.18182471	13
22.17286854	13
hormigas: 50 iteraciones:50	
22.20424446	13
22.1823542	13
22.11963621	13
22.16806213	13
22.22703116	13
hormigas: 60 iteraciones:50	
22.17709822	13
22.13212868	13
22.22776451	13
22.18022757	13
22.20325898	13
hormigas: 70 iteraciones:50	
22.20610051	13
22.17294455	13
22.2264524	13
22.18637177	13
22.22974475	13
hormigas: 80 iteraciones:50	
22.20812837	13
22.19839242	13
22.17005348	13
22.16240529	13
22.21220863	13
hormigas: 90 iteraciones:50	
22.21655883	13
