Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 50 iteraciones y 40 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(0.7079994678497314, 22.243279015387873)
(0.7300019264221191, 22.230399061916682)
(0.6130030155181885, 22.37199121055502)
(0.687002420425415, 22.762756105423964)
(0.6399962902069092, 21.924804036567675)
(0.7220032215118408, 22.121310766075627)
(0.7369983196258545, 22.4884985930032)
(0.663999080657959, 20.438254407044465)
(0.6289973258972168, 22.409506531052646)
(0.7010018825531006, 22.704432400937904)
(0.6399977207183838, 22.203019123695007)
(0.665999174118042, 22.46600673146081)
(0.6810064315795898, 22.36381168189888)
(0.7150001525878906, 22.003917269728856)
(2.2380056381225586, 22.122488681237648)
(0.6580030918121338, 20.578922407530072)
(0.7750153541564941, 22.41391214762727)
(0.622981071472168, 21.96724699076137)
(0.6289947032928467, 22.685357249526383)
(0.6649990081787109, 22.128992559257327)
(0.6830003261566162, 22.660234941412394)
(0.6619975566864014, 22.593511008331262)
(0.6759986877441406, 22.241721562827657)
(0.655998706817627, 22.30182613649839)
(0.6900043487548828, 22.131416318780122)
(0.6719944477081299, 22.402229692031323)
(0.7269988059997559, 22.163926920032186)
(0.6659996509552002, 22.26127897477765)
(0.7239971160888672, 22.503862668683322)
(0.7049996852874756, 22.302336454144424)
(0.6560013294219971, 22.127894419770932)
(0.7029964923858643, 22.06731393304256)
(0.7129979133605957, 22.08791301447036)
(0.7160179615020752, 22.258121142073215)
(0.6659801006317139, 22.267803789299155)
(0.6939797401428223, 22.075756045081278)
(0.659001350402832, 22.423959468070993)
(0.6990036964416504, 22.11930014122031)
(0.6979961395263672, 22.175193009500404)
(0.6299996376037598, 20.410405123326854)
(0.6860017776489258, 22.331588624080783)
(0.7849979400634766, 22.215368290221626)
(0.6199996471405029, 22.28986338272044)
(0.7290008068084717, 22.511635875414306)
(0.6609995365142822, 22.283637598921874)
(0.6839985847473145, 22.69532282495328)
(0.6179993152618408, 22.32814560864832)
(0.7029998302459717, 22.406286679223143)
(0.6769988536834717, 22.32095844371735)
(0.6940207481384277, 22.87363643801674)

Promedio de tiempos:
0.7134597206115723 segundos
713.4597206115723 milisegundos

Desviación estándar:
0.2210579318858695 segundos
221.0579318858695 milisegundos

Promedio valor función objetivo:
22.209227109999624
Desviación estándar valor función objetivo:
0.2210579318858695
