Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 40 iteraciones y 20 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(0.48798060417175293, 22.437122233431413)
(0.564002275466919, 22.696339532942588)
(0.5519998073577881, 22.30673638684531)
(0.5310025215148926, 20.506954451220675)
(0.47499871253967285, 22.387058420571208)
(0.46501874923706055, 22.157045293475026)
(0.507981538772583, 22.430347887867395)
(0.5230002403259277, 21.603452757376996)
(0.51999831199646, 20.432921158260413)
(0.4779999256134033, 22.606228069121773)
(0.5630028247833252, 22.275964963238646)
(0.4949967861175537, 22.55923785402686)
(0.46101999282836914, 22.846940252913665)
(0.4779813289642334, 20.83637277040951)
(0.5979974269866943, 22.59675324244377)
(0.4929986000061035, 22.257424141871642)
(0.46100664138793945, 22.16147967466861)
(0.4230153560638428, 22.19625268107262)
(0.5129990577697754, 20.616503129568464)
(0.49199986457824707, 22.44268519916748)
(0.5109779834747314, 22.332680346969305)
(0.49499940872192383, 22.347863030795466)
(0.5719742774963379, 22.205167675080144)
(0.5399994850158691, 22.332533120889245)
(0.4959852695465088, 22.321642782832296)
(0.5499920845031738, 21.83204630834679)
(0.4570200443267822, 22.141546122789354)
(0.5509819984436035, 22.06743380752298)
(0.5119996070861816, 22.820648215863656)
(0.5410161018371582, 22.525054436364798)
(2.509981393814087, 21.939701719209037)
(0.4740011692047119, 21.926091330102267)
(0.49701738357543945, 22.37556587386222)
(0.48499250411987305, 22.231285379311384)
(0.47202086448669434, 22.22771597016035)
(0.5339789390563965, 22.224604314214833)
(0.5220181941986084, 22.22802976751406)
(0.5019798278808594, 22.120740843013404)
(0.4830014705657959, 22.369910438200904)
(0.5719974040985107, 22.027182590797054)
(0.45999979972839355, 22.060653714082854)
(0.5200014114379883, 22.20014941875525)
(0.4649996757507324, 22.079816443733453)
(0.5239987373352051, 21.723063150199813)
(0.458998441696167, 22.26359500050838)
(0.45099949836730957, 22.02366028082636)
(0.5070209503173828, 22.63589997120465)
(0.477982759475708, 22.036637692937166)
(0.4510178565979004, 22.467331649842205)
(0.5259811878204346, 22.234898777435962)

Promedio de tiempos:
0.5439587259292602 segundos
543.9587259292603 milisegundos

Desviación estándar:
0.2833366701597615 segundos
283.33667015976147 milisegundos

Promedio valor función objetivo:
22.133539405477194
Desviación estándar valor función objetivo:
0.2833366701597615
