Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 20 iteraciones y 70 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(0.5349996089935303, 22.241445513856533)
(0.6740014553070068, 22.36174019000762)
(0.7956092357635498, 22.305596208406783)
(0.5759744644165039, 20.335527291968187)
(0.5939993858337402, 22.395045858875044)
(0.5680010318756104, 22.730225823865624)
(0.5230073928833008, 22.18849039521783)
(0.5349922180175781, 22.043608322976443)
(0.5079998970031738, 22.223565104656945)
(0.537980318069458, 22.34404527434641)
(0.5210199356079102, 22.087407078672346)
(0.5079803466796875, 22.099228491834715)
(0.530998945236206, 22.06295090908894)
(0.5300014019012451, 22.550533360297273)
(0.5200185775756836, 22.752560968791958)
(0.5499835014343262, 22.30665551569618)
(0.5399987697601318, 22.39318088977154)
(0.5230202674865723, 21.96082863221442)
(0.5469815731048584, 22.547110515906212)
(0.5239815711975098, 22.720088362928635)
(0.5619978904724121, 22.45070899733191)
(0.541018009185791, 20.635412712151886)
(0.5169806480407715, 22.502823413638726)
(0.5050194263458252, 22.275200266327634)
(0.5559804439544678, 22.884028196612263)
(0.5760071277618408, 22.329986162308053)
(0.5399975776672363, 22.249875365746632)
(0.5659842491149902, 22.196183108658865)
(0.5360004901885986, 22.290726857324074)
(0.559981107711792, 22.61382258063997)
(0.5530014038085938, 22.4816152462806)
(0.5809972286224365, 21.997722205071607)
(0.5480010509490967, 22.295868128664345)
(0.5259983539581299, 22.40072429655929)
(0.5720224380493164, 22.460697454076435)
(0.493976354598999, 22.17451391782745)
(0.5919995307922363, 22.319166903531567)
(0.5400199890136719, 22.21988594089106)
(0.53898024559021, 22.417438944562395)
(0.5220029354095459, 22.35381085673281)
(0.5209975242614746, 22.78568162485607)
(0.5310032367706299, 20.20825673963904)
(0.5309975147247314, 21.9371289489076)
(0.5209994316101074, 22.20424383752365)
(0.531001091003418, 22.258535223109938)
(0.4680051803588867, 20.706828824980494)
(0.6069934368133545, 21.95489613228805)
(0.5019998550415039, 21.832403829956455)
(0.5290186405181885, 22.846577275003753)
(0.5209696292877197, 22.306198251136784)

Promedio de tiempos:
0.5465700387954712 segundos
546.5700387954712 milisegundos

Desviación estándar:
0.04814160410763298 segundos
48.141604107632986 milisegundos

Promedio valor función objetivo:
22.18481593903438
Desviación estándar valor función objetivo:
0.04814160410763298
