Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 20 iteraciones y 90 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(2.6562445163726807, 23.01794715371464)
(2.6562507152557373, 22.724966470860103)
(2.6597931385040283, 22.195187282254487)
(2.656250238418579, 22.557989919556956)
(2.640624761581421, 22.55645906567381)
(2.6562483310699463, 22.25645627508502)
(2.656251907348633, 22.579348935692224)
(2.657465696334839, 22.51047916120964)
(2.6562459468841553, 22.159948818375252)
(2.656250238418579, 22.587786621645385)
(2.6501543521881104, 22.71740896717393)
(2.6790058612823486, 22.325064180545443)
(2.656249761581421, 22.51204641663312)
(2.6562483310699463, 22.373519462628135)
(2.6562509536743164, 21.81283439759387)
(2.658828020095825, 22.512806284149743)
(2.656247854232788, 22.47739698300745)
(2.656245231628418, 22.356843844079584)
(2.671876907348633, 22.641629937596512)
(2.656249761581421, 22.52673477614277)
(2.6417958736419678, 22.223750859527822)
(2.656250476837158, 22.19848217403017)
(2.6562485694885254, 22.286856613479614)
(2.672445297241211, 22.433879698194)
(2.656248092651367, 22.314722813815454)
(2.656250476837158, 22.367082797355653)
(2.6730480194091797, 22.621806130887155)
(2.6562483310699463, 22.51642518861586)
(2.6547975540161133, 22.712007809941614)
(2.656250238418579, 22.355472851892333)
(2.6584017276763916, 22.455487411591104)
(2.6562509536743164, 22.2485883128228)
(2.65625, 22.56459534703519)
(2.671874761581421, 22.54918205101277)
(2.656249761581421, 22.474991278471265)
(2.6730551719665527, 22.422188184212114)
(2.6618165969848633, 22.681976613023224)
(2.6406188011169434, 22.10091826202482)
(2.6718804836273193, 22.544609098959214)
(2.6718690395355225, 22.39931663622278)
(2.562500476837158, 20.91199835513012)
(2.675623655319214, 22.568021899453534)
(2.6406242847442627, 22.61150267148742)
(2.671875476837158, 22.496669927803808)
(2.640625, 22.43324658937577)
(2.6574153900146484, 22.340844682717822)
(2.671874761581421, 22.36273864786308)
(2.6718761920928955, 22.72576179920023)
(2.641786813735962, 22.102023475983916)
(2.652817726135254, 22.258854019072107)

Promedio de tiempos:
2.656677050590515 segundos
2656.677050590515 milisegundos

Desviación estándar:
0.01656052852283752 segundos
16.560528522837522 milisegundos

Promedio valor función objetivo:
22.41373714309642
Desviación estándar valor función objetivo:
0.2943254979039254
