Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 90 iteraciones y 60 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(8.003535747528076, 22.371581289329274)
(8.052403688430786, 22.40465616862877)
(8.078125476837158, 22.326964846910858)
(8.094945192337036, 22.60323893411898)
(8.079322338104248, 22.554834276856315)
(8.096750497817993, 22.62634800592613)
(8.078815221786499, 22.472862308142133)
(8.110541582107544, 22.383535436437512)
(8.093749523162842, 22.46667892239315)
(8.048032999038696, 22.30087318998975)
(8.092376470565796, 22.45809440109668)
(8.08580994606018, 22.31444405089493)
(8.07928204536438, 22.38920511798863)
(8.07928729057312, 21.977985168234703)
(8.109376192092896, 22.35578964664688)
(8.091453552246094, 22.522736829713125)
(8.048588037490845, 22.356459291676313)
(8.096915483474731, 22.65894809293579)
(8.124999523162842, 22.29265782449365)
(8.063652515411377, 22.272532979613448)
(8.094893455505371, 22.4142176402497)
(8.069025039672852, 22.703536061407277)
(8.074821472167969, 22.10030207748036)
(8.062503576278687, 22.242915161831824)
(8.079285621643066, 22.367667640939693)
(8.079504489898682, 22.284983435711005)
(8.1149160861969, 22.467765481404218)
(8.094109773635864, 22.23059157667452)
(8.046870470046997, 22.485913117480493)
(8.078125715255737, 22.68298065061953)
(8.126193523406982, 22.13694032340546)
(8.087307214736938, 22.475293387880306)
(8.078847169876099, 22.42358850414762)
(8.078124523162842, 22.304281710292358)
(8.078123807907104, 22.717595752309975)
(8.079261779785156, 22.7537222963389)
(8.109375715255737, 22.854937446292887)
(8.071386814117432, 22.322025107870097)
(8.086311101913452, 22.57319947933046)
(8.063721418380737, 22.387077156218346)
(7.798045873641968, 20.913892995217978)
(8.078123092651367, 22.093973963616392)
(8.048022508621216, 22.317475576335955)
(7.927401542663574, 22.098602215731226)
(8.094923973083496, 22.49283365157235)
(8.094924449920654, 22.36957464130635)
(8.062500715255737, 22.239005117120026)
(8.212488174438477, 22.32616601056329)
(8.02781057357788, 22.43416665966596)
(8.062501668930054, 22.83243574763935)

Promedio de tiempos:
8.073348293304443 segundos
8073.348293304443 milisegundos

Desviación estándar:
0.0535863504105904 segundos
53.5863504105904 milisegundos

Promedio valor función objetivo:
22.383161747373624
Desviación estándar valor función objetivo:
0.28126648726682046
