Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 80 iteraciones y 10 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(1.2166216373443604, 22.547406903047403)
(1.218763828277588, 22.392630855905175)
(1.2062714099884033, 22.542331766972175)
(1.1999280452728271, 22.52981557044391)
(1.203124761581421, 22.136602135876114)
(1.1562469005584717, 20.98365568849907)
(1.218750238418579, 22.234124268616217)
(1.203125, 22.53723642120228)
(1.203125, 22.088820762778848)
(1.2031257152557373, 22.343361005136405)
(1.219905138015747, 22.278286846589264)
(1.2182931900024414, 22.713777207598064)
(1.21875, 21.98537630318245)
(1.218750238418579, 22.50768921414316)
(1.2045977115631104, 22.420450336395845)
(1.21875, 22.265750131629)
(1.2187495231628418, 22.70302403539381)
(1.216562032699585, 22.38100819202833)
(1.2058491706848145, 22.366066163630556)
(1.1718761920928955, 20.638403638715634)
(1.2004132270812988, 22.40386147432828)
(1.2031245231628418, 22.233631466353195)
(1.2072944641113281, 22.135064803812103)
(1.21875, 22.558626071023795)
(1.2187509536743164, 22.531598805938824)
(1.2145860195159912, 22.610271980207685)
(1.2075750827789307, 22.317575894444747)
(1.2031254768371582, 22.813355368524064)
(1.171875, 20.968340266513216)
(1.2187495231628418, 22.29415043370023)
(1.2187495231628418, 22.19335382587417)
(1.203125238418579, 22.574642182928216)
(1.2031230926513672, 22.65748702119274)
(1.2031240463256836, 22.386860027280534)
(1.2031288146972656, 22.477750583444596)
(1.2031261920928955, 22.670548214214346)
(1.2031190395355225, 22.62739252591407)
(1.218749761581421, 22.640787109833354)
(1.218749761581421, 22.606783597561442)
(1.2042791843414307, 22.066832070386134)
(1.203125, 22.588264899496224)
(1.2031221389770508, 22.276884126875114)
(1.2187488079071045, 22.43988518916596)
(1.203124761581421, 22.585320278158388)
(1.2131404876708984, 22.59649746389204)
(1.2132983207702637, 22.370836317077988)
(1.21875, 22.893437875471708)
(1.2187507152557373, 22.30938477309865)
(1.2187490463256836, 22.31651050414685)
(1.2031257152557373, 22.236769611481776)

Promedio de tiempos:
1.2079723930358888 segundos
1207.9723930358887 milisegundos

Desviación estándar:
0.012780824666586399 segundos
12.7808246665864 milisegundos

Promedio valor función objetivo:
22.339570444202486
Desviación estándar valor función objetivo:
0.4225314157535771
