Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 50 iteraciones y 60 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(9.676055908203125, 22.204650026013212)
(9.693440437316895, 22.408013670735098)
(9.706950902938843, 22.702009954549304)
(9.674928188323975, 22.67298895283516)
(9.708451747894287, 21.93224254687903)
(9.758976221084595, 22.620223926612685)
(9.764487981796265, 22.503280121254033)
(9.242141246795654, 20.357585606884843)
(9.683717489242554, 22.363297850023137)
(9.553947687149048, 22.46448727365145)
(9.23025369644165, 20.415003048222932)
(9.651514291763306, 22.31956179774979)
(9.708449840545654, 22.761904213498795)
(9.743976593017578, 22.18401176816774)
(9.723461627960205, 22.296588503256473)
(9.648909330368042, 22.70108464646163)
(9.652577877044678, 22.775362585777508)
(9.65341854095459, 22.654336835758055)
(9.66792368888855, 22.332571439645534)
(9.619892597198486, 22.480337768576835)
(9.65992021560669, 22.303926733972318)
(9.66815447807312, 22.308556980123956)
(9.58286714553833, 22.429281087407283)
(9.620068311691284, 22.495685552526965)
(9.638457298278809, 22.503512873446574)
(9.62802767753601, 22.371645786651765)
(9.156084775924683, 20.726151368554923)
(9.628898620605469, 22.721605747935367)
(9.618507385253906, 22.144043544353632)
(9.616390943527222, 22.34961142504002)
(9.61338758468628, 22.437399396667114)
(9.625500440597534, 22.58562091269298)
(9.659215688705444, 22.533454134174374)
(9.652414560317993, 22.38787530145448)
(9.621398448944092, 22.53359649658413)
(9.365723371505737, 22.13793285196782)
(9.67343282699585, 22.169101231990435)
(9.66642141342163, 22.514428844975175)
(9.634902715682983, 22.589106580011755)
(9.610996961593628, 21.90396845938311)
(9.597009897232056, 22.659386653206095)
(9.601120710372925, 22.203104777328306)
(9.521321773529053, 22.675603240134198)
(9.542840719223022, 22.30933491480945)
(9.601535320281982, 22.34719506251938)
(9.578096151351929, 22.37279915400748)
(9.567941904067993, 22.58894292625426)
(9.617391109466553, 22.41156555618574)
(9.5538489818573, 22.332198718999333)
(9.561010599136353, 22.54550657844706)

Promedio de tiempos:
9.608927278518676 segundos
9608.927278518677 milisegundos

Desviación estándar:
0.12059764738241892 segundos
120.59764738241891 milisegundos

Promedio valor función objetivo:
22.31483370856717
Desviación estándar valor función objetivo:
0.4998949157647132
