Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 30 iteraciones y 40 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(3.9778213500976562, 22.436781422805385)
(3.8866941928863525, 22.950797907856778)
(3.9035918712615967, 22.52853555778287)
(3.917712450027466, 22.1866438730821)
(3.90170955657959, 22.694759084357727)
(3.884080171585083, 22.67003752902944)
(3.9197540283203125, 22.55892338722184)
(3.915100574493408, 22.36421672956868)
(3.9067914485931396, 22.55858853868532)
(3.863067150115967, 22.567368149946713)
(3.917227029800415, 22.604256779788514)
(3.940737247467041, 22.448108268950485)
(3.901592493057251, 22.079639145727608)
(3.9026620388031006, 22.214391178118234)
(3.8688158988952637, 22.17405270113003)
(3.900709390640259, 22.29199343044727)
(3.9172332286834717, 22.782423041509652)
(3.9206058979034424, 22.704674283107416)
(3.8816332817077637, 22.26482762024635)
(3.8526360988616943, 22.321638978333556)
(3.905595302581787, 22.225737424384064)
(3.9331140518188477, 22.694869721814534)
(3.901735305786133, 22.671947887815545)
(3.917123556137085, 22.449479412024797)
(3.9101641178131104, 22.442948447482028)
(3.8991951942443848, 22.45706935403441)
(3.905728578567505, 22.192513228362202)
(3.8955891132354736, 22.582335992753446)
(3.9181034564971924, 22.1353506951017)
(3.8966782093048096, 22.172527058083073)
(3.869572877883911, 22.19701391608659)
(3.7505955696105957, 20.698762650213858)
(3.892587184906006, 22.484065708072325)
(3.9042410850524902, 22.44701113558307)
(3.9082088470458984, 22.656978374907244)
(3.8990912437438965, 22.209733924211296)
(3.9191884994506836, 22.43314463079938)
(3.9111547470092773, 22.457682177639597)
(3.8986806869506836, 22.54394919406487)
(3.9282150268554688, 22.0595738159922)
(3.914599895477295, 22.49401931210029)
(3.9071192741394043, 22.48339170906036)
(3.8916678428649902, 22.67607470857011)
(3.8923513889312744, 22.435208530113744)
(3.8281660079956055, 20.97688248389362)
(3.808030843734741, 21.643598742678368)
(3.9010918140411377, 22.469455249453105)
(3.86606764793396, 22.1753664415276)
(3.8995909690856934, 21.811346715659464)
(3.923107385635376, 22.912166950132914)

Promedio de tiempos:
3.8975306224822996 segundos
3897.5306224823 milisegundos

Desviación estándar:
0.033786373403225704 segundos
33.7863734032257 milisegundos

Promedio valor función objetivo:
22.353857264006233
Desviación estándar valor función objetivo:
0.39866713820148475
