Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 60 iteraciones y 50 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(9.430627584457397, 20.907630082027143)
(9.906748533248901, 22.319200918807336)
(9.89448618888855, 22.43949617093652)
(9.904582262039185, 22.257729556002317)
(9.807740926742554, 22.344568353782034)
(9.833323001861572, 23.096116617700233)
(9.772655010223389, 22.456034398048494)
(9.776247262954712, 22.45437585122765)
(9.835652112960815, 22.731683696508668)
(9.840160369873047, 22.21496861295133)
(9.789206981658936, 22.110348393483292)
(9.841147422790527, 22.544614704669666)
(9.800604820251465, 22.627105729257703)
(9.81480360031128, 22.665759062841783)
(9.78860592842102, 22.259321486634594)
(9.863326072692871, 22.543579390471475)
(9.870165586471558, 22.660005207760022)
(9.855825901031494, 22.421306213666846)
(9.924095392227173, 22.529326385065055)
(9.853697776794434, 22.1942013639204)
(9.796650886535645, 22.612120876386577)
(9.8416428565979, 22.464992911840685)
(9.819758415222168, 22.704585696636382)
(9.837100267410278, 22.63700825363005)
(-3590.1684908866882, 22.539188213510947)
(9.864744901657104, 22.523374950461672)
(9.850202560424805, 22.203109599430768)
(9.817192792892456, 22.090431724177275)
(9.815022468566895, 22.54231303901289)
(9.808647871017456, 22.602144712802964)
(9.778693914413452, 22.610854149287263)
(9.838931798934937, 22.747224345862328)
(9.800124406814575, 22.598291637591927)
(9.85617971420288, 22.50149079108435)
(9.858664512634277, 22.604197495348)
(9.85378885269165, 22.54905107832737)
(9.828772783279419, 22.402300907184763)
(9.84754467010498, 22.56502087399103)
(9.831532955169678, 22.443843341516665)
(9.852817058563232, 22.44099998317096)
(9.872304916381836, 22.702123088065143)
(9.83968186378479, 22.38465388311404)
(9.868403434753418, 22.34943815721742)
(9.903687000274658, 22.3698680262713)
(9.833148717880249, 22.49428599256902)
(9.86021900177002, 22.32072621733874)
(9.828655481338501, 22.443335105924366)
(9.843253374099731, 22.293911518796477)
(9.832194089889526, 22.218889941008225)
(9.408509254455566, 20.51940124468444)

Promedio de tiempos:
-62.17753434658051 segundos
-62177.534346580505 milisegundos

Desviación estándar:
503.9987159012505 segundos
503998.7159012505 milisegundos

Promedio valor función objetivo:
22.40513099904013
Desviación estándar valor función objetivo:
0.3928700685385992
