Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 10 iteraciones y 70 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(1.0376896858215332, 21.718769302272097)
(0.8130397796630859, 22.32585065400337)
(0.8710787296295166, 22.084399658268573)
(0.8902344703674316, 22.023029948831727)
(0.768014669418335, 21.855404231962357)
(0.807037353515625, 22.41460656337505)
(0.8892228603363037, 22.6546528830977)
(0.731619119644165, 21.851433343811966)
(0.7735140323638916, 22.175576494432796)
(0.8280501365661621, 22.26103732063676)
(0.79402756690979, 22.25545707628597)
(0.8361814022064209, 22.27934286541715)
(0.8545677661895752, 21.781754191180944)
(0.8150420188903809, 22.257620304074628)
(0.9416275024414062, 22.25689512875942)
(0.6459298133850098, 21.739641715466473)
(0.925114631652832, 22.328329274054514)
(0.6776325702667236, 22.602947881271582)
(0.8575699329376221, 22.150119689983892)
(0.771012544631958, 22.289851221315676)
(0.7800197601318359, 22.18490712394572)
(0.7870237827301025, 22.047135845026876)
(0.8235461711883545, 20.55617435463683)
(0.8525664806365967, 22.27701430566732)
(0.956634521484375, 22.4728264567107)
(0.6760869026184082, 22.29852638882201)
(0.8580701351165771, 22.18317991665443)
(0.8750815391540527, 22.362694400472623)
(0.8395569324493408, 22.419981036684792)
(0.8485639095306396, 22.636969865022245)
(0.7731564044952393, 21.97376746390708)
(0.7411215305328369, 22.10985322827133)
(0.7875230312347412, 22.349655126274534)
(0.8360557556152344, 22.539015916282526)
(0.7254824638366699, 22.84741807094785)
(0.7535006999969482, 22.02543395271459)
(0.9876558780670166, 22.543134192654623)
(0.8242020606994629, 22.446158934207528)
(0.8100390434265137, 22.430159416499695)
(0.8820865154266357, 22.20354364018818)
(0.7281253337860107, 22.235564790395703)
(0.9806520938873291, 22.41787246359291)
(0.8462350368499756, 22.32252137334401)
(0.9181101322174072, 22.052817561169068)
(0.7945280075073242, 22.387302707128708)
(0.7636778354644775, 22.06102217980807)
(0.8542120456695557, 22.492438424633153)
(0.8557446002960205, 22.37482986101597)
(1.0737130641937256, 20.685379257451295)
(0.703467607498169, 22.279744523041103)

Promedio de tiempos:
0.8292929172515869 segundos
829.2929172515869 milisegundos

Desviación estándar:
0.08757936673182673 segundos
87.57936673182672 milisegundos

Promedio valor función objetivo:
22.190475250513483
Desviación estándar valor función objetivo:
0.397313657890467
