Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 10 iteraciones y 80 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(0.5709879398345947, 31.002519150016454)
(0.7850222587585449, 30.966888733366925)
(0.6334207057952881, 30.990443540894667)
(0.7995352745056152, 31.042335018396997)
(0.9981632232666016, 31.03671802019282)
(1.0419056415557861, 30.989747619465756)
(0.9471287727355957, 31.064026220720546)
(0.9471292495727539, 31.00736759415175)
(0.9436264038085938, 31.019673817722598)
(1.0922257900238037, 30.993305236139285)
(0.8705780506134033, 31.113765887057124)
(1.0338408946990967, 31.036249340282453)
(0.8425600528717041, 30.954487691958082)
(1.0311849117279053, 31.06825733328582)
(0.9941606521606445, 31.025023271672065)
(0.9026007652282715, 31.007004295945492)
(0.9561347961425781, 30.996110088432108)
(0.876082181930542, 30.94067837510019)
(0.9231128692626953, 31.118414969017305)
(0.8430600166320801, 31.045745111458213)
(0.9491353034973145, 30.940928138950152)
(0.8275496959686279, 31.020688758858782)
(1.0371882915496826, 31.096120804895218)
(0.9861540794372559, 30.947637364923565)
(1.0351879596710205, 30.936471855442388)
(0.9711449146270752, 31.008609557988166)
(0.895094633102417, 31.023167294092094)
(0.9266159534454346, 30.98800732887363)
(0.8151819705963135, 30.97514159677623)
(0.9826538562774658, 30.972710949500748)
(0.9546334743499756, 30.962295544045155)
(0.906102180480957, 31.032272712104014)
(0.825047492980957, 31.045193914267465)
(0.843059778213501, 30.95162564191843)
(0.9531338214874268, 30.948403173828694)
(0.9811527729034424, 31.00967498933294)
(1.025829553604126, 31.023561760799044)
(1.02968430519104, 30.95161840262918)
(0.7131624221801758, 31.05315231471356)
(0.98665452003479, 31.002528732491562)
(0.8957157135009766, 31.07696758116816)
(0.9607758522033691, 30.994567431152486)
(0.9151079654693604, 30.96059309753574)
(1.1277506351470947, 30.939846222496612)
(0.7374930381774902, 31.016226607210523)
(0.7526369094848633, 31.075171143357746)
(0.7344880104064941, 30.968671620266786)
(0.7760169506072998, 31.00617824539976)
(0.6394250392913818, 30.971614667138194)
(0.6599395275115967, 30.962954672197736)

Promedio de tiempos:
0.8975235414505005 segundos
897.5235414505005 milisegundos

Desviación estándar:
0.12422888308296767 segundos
124.22888308296767 milisegundos

Promedio valor función objetivo:
31.005627268792633
Desviación estándar valor función objetivo:
0.046123844677154885
