Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 10 iteraciones y 20 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(0.2502119541168213, 22.35404784752083)
(0.3502328395843506, 22.68691309831683)
(0.304201602935791, 22.37150765896394)
(0.20863842964172363, 22.551859624147937)
(0.3182108402252197, 22.414741454408876)
(0.22314882278442383, 22.01733037404225)
(0.2381577491760254, 20.615687987162346)
(0.23515558242797852, 22.28737732884811)
(0.28324079513549805, 22.116048318658283)
(0.2401599884033203, 20.631539536543908)
(0.23515677452087402, 21.986689933334336)
(0.25072622299194336, 22.35015751793471)
(0.27173280715942383, 22.03436929489632)
(0.3893303871154785, 21.962887675740053)
(0.32471585273742676, 22.035670329635266)
(0.2996993064880371, 22.347111871134466)
(0.23165321350097656, 22.523801963822113)
(0.20918893814086914, 22.648072121875273)
(0.3122069835662842, 22.539093175785332)
(0.2881927490234375, 22.427177467351814)
(0.21314191818237305, 22.41449184791235)
(0.2551708221435547, 21.851749917951686)
(0.33277320861816406, 22.129282138398988)
(0.3287184238433838, 22.404078074501136)
(0.26317501068115234, 22.65350814788798)
(0.23415613174438477, 22.550762988875736)
(0.3282179832458496, 22.081078256244552)
(0.3047022819519043, 22.471165810743777)
(0.29369592666625977, 22.69216909109722)
(0.22515058517456055, 20.282159928665386)
(0.2342057228088379, 22.2280122641933)
(0.25817203521728516, 22.343794615725006)
(0.23115301132202148, 22.1596938011768)
(0.26517701148986816, 20.337752002162055)
(0.2381587028503418, 22.64273372795417)
(0.3503413200378418, 22.253172914571337)
(0.2851893901824951, 20.372019875678937)
(0.34536170959472656, 22.075863777685576)
(0.35223388671875, 22.415854198565615)
(0.28919315338134766, 22.029118401097858)
(0.20663690567016602, 20.405967144865865)
(0.2837364673614502, 21.74380928207693)
(0.2427082061767578, 22.426548511054115)
(0.27071619033813477, 22.17825829688623)
(0.24575209617614746, 22.6988967973242)
(0.2252025604248047, 22.64151774800875)
(0.2711796760559082, 22.520987542199045)
(0.2121419906616211, 22.474780204754)
(0.32283926010131836, 20.84703761557361)
(0.31520986557006836, 22.2654776699963)

Promedio de tiempos:
0.27376346588134765 segundos
273.76346588134766 milisegundos

Desviación estándar:
0.04569121110774824 segundos
45.691211107748245 milisegundos

Promedio valor función objetivo:
22.069876543479026
Desviación estándar valor función objetivo:
0.6769513607153606
