Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 20 iteraciones y 90 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(1.7131378650665283, 22.663819576890965)
(1.0311849117279053, 20.300371109992977)
(1.6070680618286133, 22.288728944754073)
(1.7458138465881348, 22.716577988453444)
(1.4684770107269287, 22.158946915706665)
(1.7721776962280273, 22.37144868950703)
(0.9541339874267578, 21.06257077092972)
(1.6145737171173096, 22.28539795900361)
(1.8222126960754395, 22.139003591284716)
(2.028347969055176, 20.332338084155804)
(1.2353203296661377, 22.241754303601418)
(1.725647211074829, 22.403446589384725)
(1.165273904800415, 22.435643679635707)
(1.7606697082519531, 22.184785119315666)
(1.5260143280029297, 22.405402862611787)
(1.7182466983795166, 20.73996850212404)
(1.3254978656768799, 22.1777229609843)
(2.0098354816436768, 22.1660203176696)
(1.566260814666748, 22.409197495870586)
(1.3018646240234375, 22.043193646361935)
(0.9531323909759521, 22.37149317845991)
(1.1287500858306885, 22.576686850898984)
(1.6736116409301758, 22.210908907756362)
(1.2923588752746582, 22.04159756716432)
(1.4679756164550781, 22.359991408483182)
(1.7736787796020508, 22.108943111793245)
(1.3473961353302002, 22.688432962127365)
(1.3879222869873047, 22.363872579355146)
(1.108736515045166, 21.928210608544482)
(1.4364540576934814, 22.19758129526454)
(1.5535318851470947, 22.40696489064934)
(1.6841187477111816, 22.302815377427088)
(1.5605370998382568, 22.646585594981236)
(1.909769058227539, 22.226924410190296)
(1.4194438457489014, 22.147106276950105)
(1.6190755367279053, 22.535462649317328)
(1.5990626811981201, 22.365921830033894)
(1.7841858863830566, 22.17470759889978)
(1.3624053001403809, 20.903969792803053)
(1.3609037399291992, 22.525699508786214)
(1.455467700958252, 20.455458569586074)
(1.8011977672576904, 22.156903864592678)
(1.5095033645629883, 22.255026375084253)
(1.1242482662200928, 22.457743749211765)
(1.6496639251708984, 22.54470405607586)
(1.5721194744110107, 22.38606338104232)
(1.5655407905578613, 22.525471564765528)
(1.333890438079834, 22.39266888906778)
(0.9696431159973145, 22.11016727901008)
(1.4474616050720215, 22.508403698466324)

Promedio de tiempos:
1.498870906829834 segundos
1498.870906829834 milisegundos

Desviación estándar:
0.2647227373234735 segundos
264.7227373234735 milisegundos

Promedio valor función objetivo:
22.128056538700545
Desviación estándar valor función objetivo:
0.5877651166651214
