Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 50 iteraciones y 30 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(2.5111677646636963, 22.363705854328973)
(1.726647138595581, 21.936211536140508)
(1.5880553722381592, 22.201208809879176)
(4.69812273979187, 22.31203073674259)
(1.0471959114074707, 22.29124780699389)
(1.3729119300842285, 22.156796705347)
(1.2853548526763916, 22.317682958320567)
(0.9031004905700684, 22.383750135499746)
(1.4984955787658691, 22.40861915679748)
(1.4209444522857666, 22.462129140768724)
(1.1192443370819092, 22.408228171158218)
(1.7646722793579102, 21.951564021099433)
(0.9161090850830078, 22.35713242711625)
(1.225813865661621, 22.3193461859167)
(2.935450315475464, 22.470219949851884)
(1.5175080299377441, 22.351103513949234)
(0.9216125011444092, 21.996438955196943)
(1.125748634338379, 22.417876828263154)
(1.064706802368164, 22.1396129833248)
(1.567542314529419, 22.56163010162603)
(0.9976634979248047, 22.50263068159901)
(0.8820865154266357, 22.426120991666473)
(1.378415584564209, 22.237792210756716)
(3.201627492904663, 22.337260631709565)
(1.024181604385376, 22.115115437181633)
(1.11924409866333, 20.678164969295356)
(4.384913444519043, 22.47650973315793)
(1.1197445392608643, 22.089390332081745)
(1.066709280014038, 22.22160137269457)
(0.9711458683013916, 22.52476652463732)
(1.134253978729248, 22.6384481613975)
(0.8135406970977783, 21.885039639465454)
(1.085221290588379, 22.294114165495593)
(0.9557924270629883, 22.165746011366775)
(1.995826005935669, 20.33419593882964)
(5.438113212585449, 22.13404384916967)
(1.4679749011993408, 22.215722388694623)
(1.4905502796173096, 22.376980177772584)
(1.0897936820983887, 22.33401984831057)
(2.9664700031280518, 22.277646055146327)
(0.7925264835357666, 22.427964634019368)
(4.530510425567627, 22.160126091224885)
(1.0972299575805664, 22.11305397456345)
(1.0421934127807617, 22.355935574642928)
(1.0331876277923584, 22.24388382499462)
(1.1562676429748535, 22.045576399860888)
(1.0221784114837646, 22.487609397361666)
(1.3669078350067139, 22.52608529508564)
(1.4489624500274658, 22.160082833293785)
(1.0511980056762695, 20.227213818843158)

Promedio de tiempos:
1.6266967010498048 segundos
1626.6967010498047 milisegundos

Desviación estándar:
1.0708697915285466 segundos
1070.8697915285466 milisegundos

Promedio valor función objetivo:
22.176387538852815
Desviación estándar valor función objetivo:
0.47815133373789775
