Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 50 iteraciones y 60 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(5.763329744338989, 21.929915284596763)
(1.1287508010864258, 22.259835322751734)
(3.3242125511169434, 22.296026307340128)
(3.0861103534698486, 20.562701645174776)
(1.3689796924591064, 22.00492515508172)
(1.687122106552124, 20.767222918471347)
(2.355065107345581, 20.789209733736254)
(5.313031435012817, 22.340876986296127)
(1.0727124214172363, 22.30580656362883)
(1.3428926467895508, 22.208334968050146)
(3.5088307857513428, 22.408763952195002)
(2.306532382965088, 22.33956564183479)
(1.2408246994018555, 22.36079884676409)
(1.7516653537750244, 22.255729436132444)
(1.538522481918335, 20.73362320616042)
(1.6821177005767822, 22.099895970097187)
(1.602064609527588, 22.166282601108843)
(2.272010087966919, 21.962369642399352)
(1.9077680110931396, 22.350625798591842)
(1.0787160396575928, 22.43355567186394)
(1.1817848682403564, 22.198819506876635)
(4.575040578842163, 22.803454143941646)
(3.1621017456054688, 22.2667624346775)
(1.260838508605957, 22.473660561734373)
(2.6597681045532227, 22.590629180159926)
(6.0485193729400635, 21.896318865670533)
(3.2646687030792236, 22.568826947124354)
(4.434947490692139, 22.14775923985068)
(1.3994297981262207, 22.763030760058864)
(1.5034987926483154, 22.307903961637788)
(2.8358840942382812, 22.461149490642832)
(1.1687767505645752, 22.270638314819607)
(2.0228443145751953, 22.431005553841555)
(1.1738381385803223, 22.37368683697875)
(1.3449733257293701, 22.311611534067694)
(3.0645363330841064, 22.05012253756879)
(1.8737449645996094, 22.283580486727605)
(2.0728774070739746, 22.642152391216566)
(2.9939897060394287, 22.33453549374036)
(1.425948143005371, 22.419797458735335)
(2.014838695526123, 22.658811803042433)
(4.215301752090454, 22.25039541130847)
(1.2418248653411865, 22.35023375467113)
(1.8932573795318604, 22.177229446651868)
(4.142252683639526, 22.462374741891885)
(1.5160071849822998, 22.2005508508316)
(1.0486974716186523, 22.911226104980024)
(1.8892560005187988, 22.536555360888954)
(1.2598364353179932, 22.24764236420623)
(1.6150727272033691, 22.35417739618199)

Promedio de tiempos:
2.3127123069763185 segundos
2312.7123069763184 milisegundos

Desviación estándar:
1.2753875066953224 segundos
1275.3875066953224 milisegundos

Promedio valor función objetivo:
22.20641417174004
Desviación estándar valor función objetivo:
0.4864220346243058
