Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 90 iteraciones y 30 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(5.4195780754089355, 22.188415423426136)
(5.509820938110352, 22.21665762712974)
(5.486134052276611, 22.59158112474467)
(5.46721339225769, 22.6681933591321)
(5.514286041259766, 22.326329935087337)
(5.543980836868286, 20.481129927155127)
(5.543584823608398, 22.31374028620136)
(5.433154821395874, 22.677532319225683)
(5.570833683013916, 22.004969709143083)
(5.3885955810546875, 22.141494377458976)
(5.639259576797485, 22.557160208856267)
(5.409887313842773, 22.501920025427015)
(5.442871570587158, 21.979160275746118)
(5.540850877761841, 22.14678562645475)
(5.380281448364258, 22.6854056846118)
(5.4532763957977295, 22.493935213435098)
(5.390991687774658, 22.347150059237993)
(5.595726013183594, 22.55697561937445)
(5.390528202056885, 22.109022377689367)
(5.572695255279541, 22.302325747669276)
(5.419180154800415, 22.34455450428455)
(5.583911418914795, 22.634103675461834)
(5.43824028968811, 22.283764342955127)
(5.391818284988403, 22.112053587569736)
(5.494539976119995, 22.23386737614802)
(5.3807456493377686, 22.802608525056506)
(5.485501289367676, 22.608789097858885)
(5.393234014511108, 22.544410510676)
(5.50302529335022, 22.376676814083954)
(5.3779380321502686, 22.457784683538783)
(5.5380449295043945, 22.28672359466278)
(5.400459051132202, 22.140161054378392)
(5.4724509716033936, 22.285447786160645)
(5.438464164733887, 22.370589066436104)
(5.427605390548706, 22.18125047794974)
(5.489382266998291, 22.05389992354684)
(5.402257204055786, 22.38700748697152)
(5.4390528202056885, 22.4674776985073)
(5.379494667053223, 22.23620546613036)
(5.502717971801758, 22.829046357172825)
(5.461600065231323, 20.75252892276177)
(5.506584167480469, 22.568239041916076)
(5.436672210693359, 22.200471870494187)
(5.441796779632568, 22.36645256950531)
(5.428672552108765, 22.515433654785195)
(5.4881603717803955, 22.08596069705335)
(5.467544078826904, 22.453335691124266)
(5.3851587772369385, 22.447921888288437)
(5.480735540390015, 22.827405015321343)
(5.494569301605225, 22.14726655387017)

Promedio de tiempos:
5.464862165451049 segundos
5464.86216545105 milisegundos

Desviación estándar:
0.06434393780332713 segundos
64.34393780332714 milisegundos

Promedio valor función objetivo:
22.305826457237526
Desviación estándar valor función objetivo:
0.40653685815139723
