Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 40 iteraciones y 90 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(7.091218948364258, 22.21880175029872)
(6.881175756454468, 22.367268424154485)
(7.044186353683472, 22.15713161886682)
(7.045452833175659, 20.431411695151287)
(6.8711535930633545, 21.891588643086358)
(6.867456436157227, 21.99228315480314)
(7.004656791687012, 22.34093010132914)
(6.986221551895142, 22.47467419645947)
(6.893884897232056, 22.691214335243668)
(7.693118333816528, 22.623448544559995)
(8.093393087387085, 22.196500350717585)
(7.991322755813599, 22.507595678345474)
(7.865240812301636, 22.507558628818348)
(9.051398038864136, 22.581235147424252)
(7.464972019195557, 22.174773191537522)
(7.580049991607666, 20.840561995144366)
(7.572043418884277, 22.347889571186325)
(7.5370237827301025, 22.166200967358105)
(7.589056015014648, 22.231913639376405)
(7.525014400482178, 22.66626963091427)
(7.511001825332642, 22.071284156670576)
(7.5120038986206055, 22.205824040350606)
(7.436953544616699, 22.374304761127338)
(7.5410637855529785, 22.191738668162674)
(7.59806227684021, 22.276174418978922)
(7.63808798789978, 22.248099507657194)
(7.84122633934021, 22.360926153472896)
(7.782185316085815, 22.586206410016214)
(7.89325737953186, 20.70077286756324)
(7.812205076217651, 22.24317460505067)
(7.828215599060059, 22.6199818950561)
(7.756169080734253, 22.47424376169461)
(7.83722186088562, 22.629948516481697)
(7.807772397994995, 22.17824524808954)
(7.766171455383301, 21.903529699923997)
(7.703973293304443, 21.895332607485983)
(7.71613883972168, 22.13386727376361)
(7.655099630355835, 22.447028117956155)
(7.550030708312988, 21.898696018474066)
(7.576047420501709, 22.667797981598078)
(7.82221245765686, 22.227169925086017)

Promedio de tiempos:
9.034734363555907 segundos
9034.734363555908 milisegundos

Desviación estándar:
3.3143773065024726 segundos
3314.3773065024725 milisegundos

Promedio valor función objetivo:
22.187570612514293
Desviación estándar valor función objetivo:
0.4770524526175082
