Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 90 iteraciones y 10 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(2.137826442718506, 22.035563991944645)
(2.100872039794922, 22.00765973526638)
(2.089768409729004, 22.19931023474865)
(2.3349642753601074, 22.523014727243)
(2.139636516571045, 22.606709591863932)
(2.1404647827148438, 20.575556044644383)
(2.1898534297943115, 22.283851289895317)
(2.1764185428619385, 22.719277234716706)
(2.0979199409484863, 22.375816314439895)
(2.094385862350464, 22.262926586188314)
(2.1132736206054688, 22.31907798734715)
(2.2613954544067383, 22.684471832618698)
(2.1513454914093018, 22.16413980217983)
(2.093714475631714, 22.455484652294903)
(2.0966105461120605, 22.300235864040868)
(2.1034328937530518, 22.295710810446547)
(2.188469409942627, 22.182392207252146)
(2.0993850231170654, 22.65092393835772)
(2.0913805961608887, 21.93362327862929)
(2.138085126876831, 22.096022308057645)
(2.257676839828491, 22.45914686654578)
(2.1001293659210205, 22.043957366175363)
(2.11360502243042, 22.295235879321805)
(2.1158106327056885, 20.699350503147528)
(2.1092424392700195, 22.64073428274006)
(2.1922848224639893, 19.835870371030545)
(2.0717952251434326, 22.177706536988808)
(2.144285202026367, 22.4815839022841)
(2.11272931098938, 21.06951744457695)
(2.1260454654693604, 22.0413156321291)
(2.4054646492004395, 22.36658061442436)
(2.106003522872925, 22.28954114586988)
(2.07346510887146, 21.854622974437074)
(2.0983827114105225, 22.28052665288891)
(2.2630693912506104, 22.142873349542594)
(2.1002979278564453, 22.07562334294101)
(2.0891029834747314, 22.40701852240913)
(2.1009180545806885, 22.12676102675171)
(2.1107232570648193, 22.029035725016545)
(2.3207428455352783, 22.14871790151048)
(2.1250057220458984, 20.554654579027286)
(2.1085071563720703, 22.27336036582989)
(2.13274884223938, 22.343072024562836)
(2.1032755374908447, 22.095723370506967)
(2.1568329334259033, 21.934938979047203)
(2.086127519607544, 22.78229443790525)
(2.060882329940796, 19.891341984058304)
(2.084907054901123, 22.40851043325849)
(2.2441883087158203, 22.692687005647333)
(2.1529650688171387, 22.504375506709174)

Promedio de tiempos:
2.1421283626556398 segundos
2142.1283626556396 milisegundos

Desviación estándar:
0.07226287103509058 segundos
72.26287103509057 milisegundos

Promedio valor función objetivo:
22.072368943189208
Desviación estándar valor función objetivo:
0.6592556592412379
