Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 90 iteraciones y 30 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(3.2150206565856934, 22.49784600129838)
(3.033999443054199, 22.032370299928118)
(3.0989954471588135, 22.61900915079458)
(3.0779991149902344, 22.438180848211854)
(3.0468459129333496, 22.302273972490262)
(3.255596160888672, 22.157452758924702)
(3.06211256980896, 22.068963364750875)
(3.047999382019043, 22.518642171837442)
(3.0750012397766113, 22.513299819808445)
(3.0290005207061768, 22.194569263423084)
(3.041985511779785, 22.310665168724135)
(3.0380194187164307, 22.60732990781204)
(3.0510001182556152, 22.40237381780177)
(3.0570151805877686, 22.328261517904227)
(3.097994804382324, 22.66178233584948)
(3.083994150161743, 22.650516061725625)
(3.089998960494995, 22.11679859482767)
(3.067098617553711, 22.81054419393757)
(3.3094305992126465, 22.51804692972454)
(3.043178081512451, 22.602969237608885)
(3.140996217727661, 22.51227938381563)
(3.1939773559570312, 22.25483500838393)
(3.1193273067474365, 22.147890861643464)
(3.0759987831115723, 22.739549674745096)
(3.0349924564361572, 22.40969917434882)
(3.023998975753784, 22.296808094817884)
(3.0349996089935303, 22.672241893341404)
(3.0039987564086914, 22.378487370253367)
(3.220977544784546, 22.500340708769386)
(3.055020570755005, 22.503784749957163)
(3.061999797821045, 22.442399708170832)
(3.0309863090515137, 22.768929305302457)
(3.089998722076416, 22.214027407338534)
(3.0000219345092773, 22.823760179414524)
(3.0330007076263428, 22.116078194293877)
(3.0059971809387207, 22.34731303487419)
(3.183823585510254, 22.30242529895229)
(3.1759791374206543, 22.3775972062271)
(3.1010172367095947, 22.737346803505133)
(3.1819803714752197, 22.461675536104323)
(3.126002073287964, 22.261323349219513)
(3.0369937419891357, 22.66427936783586)
(3.1290159225463867, 22.39147382016428)
(3.0530002117156982, 22.734922310544626)
(3.079019546508789, 22.478448940998902)
(3.0180156230926514, 22.157674098002534)
(3.048999547958374, 22.532512189439487)
(3.17098069190979, 22.530122714611736)
(3.1290154457092285, 22.666075414522183)
(3.111978530883789, 22.638411362340847)

Promedio de tiempos:
3.0898879957199097 segundos
3089.8879957199097 milisegundos

Desviación estándar:
0.06840819274296432 segundos
68.40819274296432 milisegundos

Promedio valor función objetivo:
22.44829217158646
Desviación estándar valor función objetivo:
0.06840819274296432
