Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 90 iteraciones y 80 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(8.223998546600342, 22.505952619763203)
(8.102017641067505, 22.187795769242197)
(8.12200140953064, 22.51458897756038)
(8.110017538070679, 22.236596371324453)
(7.974999189376831, 22.157186659311275)
(8.287996053695679, 22.477755874371596)
(8.31799864768982, 22.083054049248066)
(8.414002895355225, 22.4403252284622)
(8.450927972793579, 22.322533485069286)
(8.487980365753174, 20.93505190689558)
(8.128994464874268, 22.450424203030018)
(8.189998388290405, 22.354700320530053)
(8.312016010284424, 22.5480654369025)
(8.18301248550415, 22.45751681285743)
(8.322004556655884, 22.243909879002075)
(8.096003532409668, 22.076049799995157)
(8.083998680114746, 22.174529282652017)
(8.326999187469482, 22.403210136874062)
(8.134976863861084, 22.39340468741204)
(8.099998235702515, 22.564849976641245)
(8.06199860572815, 22.63082245342282)
(8.08702039718628, 22.540187514476507)
(8.370999336242676, 20.912481348073666)
(8.279995441436768, 22.246612241636583)
(8.335004568099976, 22.293480440490505)
(8.158996105194092, 22.584518359777807)
(8.132999181747437, 22.512684710142974)
(8.09499979019165, 22.087089113542927)
(8.19897723197937, 22.673578599914325)
(8.040020227432251, 22.60340517493602)
(7.9810004234313965, 22.58472670579949)
(8.11199402809143, 22.258192997139428)
(8.120015621185303, 22.310498046220193)
(8.157016038894653, 22.615982808234925)
(8.157043218612671, 22.50018331253644)
(8.5187668800354, 22.308528927029744)
(8.615585565567017, 22.501333914330278)
(8.190000772476196, 22.614818004232674)
(8.046003580093384, 22.770052452233493)
(8.165992259979248, 22.33785992092561)
(8.279000520706177, 22.49787054351744)
(8.249998569488525, 22.393271523428588)
(8.223994493484497, 22.442658589598885)
(8.150004148483276, 22.575957596448774)
(8.40600323677063, 20.79786069006232)
(8.198999166488647, 22.54590586956371)
(8.249999284744263, 22.569636834919045)
(8.37198257446289, 22.570415975430116)
(8.380001544952393, 22.558690897549546)
(8.082015991210938, 22.4272400749952)

Promedio de tiempos:
8.215727429389954 segundos
8215.727429389954 milisegundos

Desviación estándar:
0.14068960306582046 segundos
140.68960306582045 milisegundos

Promedio valor función objetivo:
22.335880942355093
Desviación estándar valor función objetivo:
0.14068960306582046
