Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 60 iteraciones y 40 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(2.936997890472412, 22.407162919866604)
(2.9090187549591064, 22.473752986885586)
(2.8420000076293945, 22.42494203878289)
(2.8819785118103027, 22.52172381900758)
(2.8760030269622803, 22.72436864036651)
(2.869011402130127, 22.43928827276398)
(2.8429760932922363, 22.53546780568106)
(2.8040225505828857, 22.483096627780466)
(2.908979654312134, 22.695084179414874)
(2.9639925956726074, 22.391438713301774)
(2.86271333694458, 22.19417555860543)
(2.806015729904175, 22.54198957839867)
(3.0339863300323486, 22.535505019054455)
(2.825428009033203, 22.35133390157575)
(2.7780001163482666, 22.298554779217586)
(2.958005666732788, 22.353431231483817)
(2.7880160808563232, 22.63471271134939)
(2.7909955978393555, 22.614300927084276)
(2.8680102825164795, 20.862140429025384)
(2.823981761932373, 22.34962986345847)
(2.8619792461395264, 22.363268162640924)
(3.1920037269592285, 22.435154669776914)
(3.02999210357666, 22.236130574828834)
(3.0610036849975586, 22.147109519661115)
(2.7260143756866455, 22.369243357566788)
(2.721017599105835, 22.461696996380265)
(2.7259960174560547, 22.193880859701437)
(2.8599853515625, 22.79847426732865)
(2.7710113525390625, 22.799276593953426)
(2.7759993076324463, 22.776361098069078)
(2.776998996734619, 22.4492540052351)
(2.7449891567230225, 22.824188986032464)
(2.7549967765808105, 22.616468948443043)
(2.83697772026062, 22.488278097998247)
(2.857020616531372, 20.966607733080593)
(2.8329994678497314, 20.937773357811007)
(2.7639994621276855, 22.166579412578848)
(2.718017816543579, 22.46605314953695)
(2.708988904953003, 22.521915268725262)
(2.7039756774902344, 22.378002255978622)
(2.9649999141693115, 22.415604421922005)
(2.793977737426758, 22.623355466146815)
(2.9460020065307617, 22.192205159115556)
(2.748011350631714, 22.254062917406827)
(2.736999273300171, 22.679281222160967)
(2.7570135593414307, 22.508060184645903)
(2.7889859676361084, 22.583479083241244)
(2.859999418258667, 22.71690026749738)
(2.7080044746398926, 22.445183339273996)
(2.676999807357788, 21.92928523787743)

Promedio de tiempos:
2.8355018854141236 segundos
2835.5018854141235 milisegundos

Desviación estándar:
0.1038732311371317 segundos
103.87323113713171 milisegundos

Promedio valor función objetivo:
22.371504692354407
Desviación estándar valor función objetivo:
0.1038732311371317
