Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 40 iteraciones y 90 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(5.365947961807251, 22.276625414753745)
(5.3532373905181885, 22.58462860574088)
(5.360080242156982, 22.046097513723552)
(5.312499523162842, 21.839427863345)
(5.296874284744263, 22.786862307230955)
(5.360575199127197, 22.758705265633107)
(5.359367609024048, 22.243751943632553)
(5.366927146911621, 22.41514997057004)
(5.384349822998047, 22.3003017573496)
(5.366137504577637, 22.423520591966287)
(5.343745470046997, 22.311567851143113)
(5.329321622848511, 22.1265579554807)
(5.3125, 22.27557539772083)
(5.1832287311553955, 20.733058409821055)
(5.359373569488525, 22.724556008664074)
(5.406250953674316, 22.581166338795835)
(5.348309755325317, 22.380986816326082)
(5.344907999038696, 22.339636371343893)
(5.343750238418579, 22.637944434281096)
(5.344902515411377, 22.510847798010467)
(5.356879711151123, 22.250413554642826)
(5.359424591064453, 22.446705608670275)
(5.359344959259033, 22.441570171863884)
(5.3641040325164795, 22.37363810252844)
(5.343750953674316, 22.23233912760201)
(5.360536336898804, 22.05094028097462)
(5.343749046325684, 22.527603414514004)
(5.355937480926514, 22.48625610567548)
(5.375001430511475, 22.453415682151626)
(5.174449443817139, 20.713088166308594)
(5.329306602478027, 22.582336433381506)
(5.328124046325684, 22.497763468590502)
(5.376201629638672, 22.58347160028822)
(5.187499523162842, 20.8805409940338)
(5.332667350769043, 22.606384654374775)
(5.329277276992798, 22.34505116516182)
(5.321009159088135, 22.470736476760308)
(5.351970434188843, 22.19638933188042)
(5.343749284744263, 22.288968435157702)
(5.360665798187256, 22.500233941056887)
(5.343750238418579, 22.78736421974105)
(5.344326734542847, 22.83578812509774)
(5.345031261444092, 22.413384628157356)
(5.357936382293701, 22.490342110179615)
(5.345913887023926, 22.55713292840155)
(5.360732555389404, 22.6026490953717)
(5.359373331069946, 22.247027874286253)
(5.34498405456543, 22.814584811160028)
(5.16526985168457, 20.79338983709885)
(5.171875476837158, 20.85705849967935)

Promedio de tiempos:
5.33270260810852 segundos
5332.7026081085205 milisegundos

Desviación estándar:
0.05525703564110918 segundos
55.257035641109184 milisegundos

Promedio valor función objetivo:
22.27247074920648
Desviación estándar valor función objetivo:
0.532859694653756
