Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 70 iteraciones y 10 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(1.0624971389770508, 22.31237247342301)
(1.0625004768371582, 22.694139607897927)
(1.0624995231628418, 22.689828371513407)
(1.0624957084655762, 22.674947108795045)
(1.0636937618255615, 22.53384355043031)
(1.0625007152557373, 22.183601784957126)
(1.0625011920928955, 22.183514748511715)
(1.0624985694885254, 22.682488444648058)
(1.062500238418579, 22.15954032359498)
(1.0624964237213135, 22.682896463927975)
(1.0625016689300537, 22.17411667615318)
(1.0624990463256836, 22.455580653370273)
(1.0624995231628418, 22.75683180055551)
(1.0625004768371582, 22.38270713590965)
(1.0635664463043213, 22.653231541318643)
(1.062500238418579, 22.297323155200548)
(1.0624959468841553, 22.192327804563426)
(1.0625, 22.53287593140027)
(1.0625014305114746, 22.94337022025766)
(1.0624969005584717, 22.172669027687267)
(1.062499761581421, 22.412422377958944)
(1.062500238418579, 22.774829533884628)
(1.0625004768371582, 22.08170912805305)
(1.0640466213226318, 22.22038808773439)
(1.062499761581421, 22.33050607760313)
(1.0624992847442627, 22.351989013512434)
(1.0781269073486328, 22.467020973234675)
(1.0312490463256836, 20.803737732984363)
(1.0624990463256836, 22.563678912969692)
(1.062499761581421, 22.441319637733834)
(1.0625004768371582, 22.339928807826787)
(1.0468714237213135, 22.434321846057923)
(1.0468721389770508, 22.43389241758755)
(1.0625, 22.276774378887843)
(1.0624995231628418, 22.545622499451266)
(1.062500238418579, 22.54155602446565)
(1.0625007152557373, 22.118304066594593)
(1.0625007152557373, 22.5872761309998)
(1.0633559226989746, 22.255684238088385)
(1.0624995231628418, 22.288034849744655)
(1.062500238418579, 22.29622653185103)
(1.0624988079071045, 22.466221991470135)
(1.062500238418579, 21.979004660661683)
(1.0625009536743164, 22.4309353492066)
(1.062499761581421, 22.50636401325115)
(1.0624992847442627, 22.16907968786704)
(1.0624992847442627, 22.515197502864627)
(1.0625011920928955, 22.093858502055163)
(1.0625028610229492, 22.442155829295157)
(1.0624990463256836, 22.283487558384593)

Promedio de tiempos:
1.0616553735733032 segundos
1061.6553735733032 milisegundos

Desviación estándar:
0.005795381256658663 segundos
5.795381256658663 milisegundos

Promedio valor función objetivo:
22.376194703727936
Desviación estándar valor función objetivo:
0.3056705069561137
