Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 70 iteraciones y 50 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(5.24657130241394, 22.848076083947383)
(5.234375953674316, 22.221830797932192)
(5.213322639465332, 22.17590354053577)
(5.234374761581421, 22.501132187216903)
(5.219926357269287, 22.644950109856858)
(5.2187488079071045, 22.436218147197387)
(5.21991229057312, 22.42887785908489)
(5.251044750213623, 22.484378948251692)
(5.234375238418579, 22.541243283036778)
(5.054397821426392, 20.654419734152537)
(5.251147747039795, 22.75375841327933)
(5.234375238418579, 22.645854856109395)
(5.25000262260437, 22.08659010251143)
(5.234371662139893, 21.983220978564706)
(5.25117039680481, 22.475672521385587)
(5.243510484695435, 22.615954859304413)
(5.032430410385132, 21.063447748982618)
(5.157322406768799, 22.05396055493387)
(5.234374523162842, 22.69715297247707)
(5.062499284744263, 20.545626829618886)
(5.218750715255737, 22.516282945205933)
(5.234373569488525, 22.622349897837935)
(5.250000953674316, 22.268047345058736)
(5.2223052978515625, 22.09740384820767)
(5.233074188232422, 22.5564629195785)
(5.253168106079102, 22.84976853912739)
(5.234374284744263, 22.642909631219474)
(5.235523223876953, 22.17049165214012)
(5.234374761581421, 22.53962628401881)
(5.204325914382935, 22.288472471262672)
(5.227928638458252, 22.915625554649367)
(5.2258830070495605, 22.123143882765167)
(5.266368389129639, 22.78462071858187)
(5.110478162765503, 20.904107387797488)
(5.188647508621216, 22.844050423668737)
(5.203124046325684, 22.64064756579673)
(5.18870997428894, 22.319072373753883)
(5.203122854232788, 22.099223979618024)
(5.219432353973389, 22.435285346318985)
(5.210642576217651, 22.715319527061535)
(5.212357521057129, 22.408641077456195)
(5.234375476837158, 22.39948380224266)
(5.250000238418579, 22.22050303278504)
(5.204259395599365, 22.427569758097988)
(5.031249523162842, 20.535957166198383)
(5.241931915283203, 22.38882799829207)
(5.234376668930054, 23.132326390734764)
(5.2379066944122314, 22.484148198169255)
(5.203125476837158, 22.42756177875832)
(5.234375238418579, 22.3639703886184)

Promedio de tiempos:
5.210536427497864 segundos
5210.536427497864 milisegundos

Desviación estándar:
0.05511801277296689 segundos
55.11801277296689 milisegundos

Promedio valor función objetivo:
22.29960344826803
Desviación estándar valor función objetivo:
0.5769710190248509
