Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 90 iteraciones y 50 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(5.231013536453247, 22.421192824712765)
(5.416999340057373, 22.107794133376036)
(5.153993844985962, 22.415580652583195)
(5.071020841598511, 22.810260206985024)
(5.112999677658081, 22.50570767784789)
(5.06199836730957, 22.348201548385827)
(5.419973134994507, 22.667924544326965)
(5.106021165847778, 22.766607703087825)
(5.110995531082153, 22.760291367631705)
(5.121978044509888, 22.372405770301313)
(5.108021974563599, 22.5092716257328)
(5.08099889755249, 22.68314457699385)
(5.088998317718506, 22.562562468090313)
(5.147978782653809, 22.213218796737188)
(5.055018663406372, 22.583019274223926)
(5.062999725341797, 22.172796961214566)
(5.1320085525512695, 21.9083852352049)
(5.100995063781738, 22.45420042291509)
(5.29200005531311, 20.974154416308036)
(5.301976919174194, 22.88868795765776)
(5.067021608352661, 22.594947671256715)
(5.067999362945557, 22.703594549771925)
(5.1350014209747314, 22.43634033734856)
(5.081999778747559, 22.626186637462492)
(5.147999048233032, 22.502070897018893)
(5.141981840133667, 22.036258423492324)
(5.198993921279907, 22.122344036710565)
(5.042019844055176, 22.15399143968995)
(5.07702112197876, 22.602940614060444)
(5.082999229431152, 22.30752531473015)
(5.0779993534088135, 22.77159543463983)
(5.118000030517578, 22.7780633867536)
(5.145998477935791, 22.121404897418515)
(5.160999059677124, 22.592555569357856)
(5.0959861278533936, 22.785950794354935)
(5.047018527984619, 22.45377156203372)
(5.120994806289673, 22.443245355702597)
(5.284984827041626, 22.443554883782763)
(5.20699405670166, 22.805448399021532)
(5.398001432418823, 22.634884158472435)
(5.321017026901245, 22.362041650139066)
(5.389981031417847, 22.745151785791755)
(5.158017873764038, 22.62587165394045)
(5.046999216079712, 22.143080241993967)
(5.111999750137329, 22.137887354795943)
(5.066999197006226, 22.4867082943757)
(5.068000078201294, 22.261745110764576)
(5.163981676101685, 22.629373776408787)
(5.088015794754028, 22.424257721260158)
(5.0589988231658936, 22.001280070330854)

Promedio de tiempos:
5.147040295600891 segundos
5147.040295600891 milisegundos

Desviación estándar:
0.1013611654299539 segundos
101.3611654299539 milisegundos

Promedio valor función objetivo:
22.437189603743963
Desviación estándar valor función objetivo:
0.1013611654299539
