Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 20 iteraciones y 40 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(1.0069975852966309, 22.300756324563263)
(0.9600183963775635, 22.585614449747567)
(0.9259853363037109, 22.38071782690454)
(0.9289987087249756, 22.415123315087335)
(0.9539978504180908, 22.61379094091329)
(0.9569988250732422, 22.49582922111024)
(0.9520072937011719, 22.614589912978484)
(0.9219822883605957, 22.09019695999737)
(0.9350204467773438, 21.785737435932795)
(0.9769775867462158, 22.48910167778518)
(0.9810006618499756, 22.344877997069563)
(0.9300136566162109, 22.15009255440663)
(0.9289829730987549, 22.212213224151014)
(0.9279983043670654, 22.334533902368335)
(0.9339981079101562, 22.5362657455703)
(0.9550166130065918, 22.473148228712837)
(0.9189796447753906, 22.46247829155271)
(0.9319984912872314, 22.438392393177757)
(0.9100158214569092, 22.556091507695015)
(0.9139809608459473, 21.83881117116148)
(0.9130127429962158, 22.335475040126035)
(0.9040043354034424, 22.21091817853849)
(0.9439942836761475, 22.528591528835157)
(0.9109816551208496, 22.052475502056947)
(0.9550201892852783, 20.63315110307068)
(0.9979813098907471, 22.42755024402449)
(0.9409942626953125, 22.368933100750354)
(0.9339981079101562, 22.574506001259554)
(0.9459981918334961, 22.484624293044792)
(0.9209980964660645, 22.59537757356628)
(0.9379980564117432, 22.53463030271616)
(0.9199988842010498, 22.131337625463495)
(0.9300224781036377, 22.438602789261342)
(0.9289777278900146, 22.45444792302021)
(0.9120094776153564, 22.561339342784052)
(0.9289951324462891, 22.170286896523535)
(0.9100024700164795, 21.97770344297079)
(0.9509930610656738, 20.604171517872057)
(0.9720020294189453, 22.432789290037608)
(0.9570162296295166, 22.894005525214503)
(0.9179770946502686, 22.597997184112533)
(0.9220001697540283, 22.784717106724685)
(0.9760026931762695, 22.2097373487439)
(0.9160158634185791, 22.06994645548879)
(0.9279775619506836, 22.674896245956873)
(0.9220197200775146, 21.842021815120365)
(0.9129993915557861, 22.950588763236812)
(0.9089775085449219, 22.463281943081366)
(0.9070215225219727, 22.739740853714935)
(0.9049770832061768, 22.574157673429823)

Promedio de tiempos:
0.9356387376785278 segundos
935.6387376785278 milisegundos

Desviación estándar:
0.024046936825657478 segundos
24.04693682565748 milisegundos

Promedio valor función objetivo:
22.32872731383265
Desviación estándar valor función objetivo:
0.024046936825657478
