Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 10 iteraciones y 40 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(0.4890015125274658, 22.142780329362182)
(0.4869999885559082, 22.2577631831907)
(0.5149996280670166, 22.498978176002048)
(0.5099995136260986, 22.674882337010562)
(0.49199867248535156, 22.485403104792006)
(0.4889979362487793, 22.34045522921602)
(0.5030179023742676, 21.993239506122176)
(0.5019998550415039, 22.462732604156212)
(0.5089991092681885, 22.409637229900365)
(0.5040163993835449, 22.642048532318345)
(0.5109994411468506, 22.472615660639118)
(0.5249865055084229, 20.76861968172043)
(0.49498724937438965, 22.47896792646308)
(0.49901866912841797, 22.30749523743518)
(0.5009961128234863, 22.722459237791004)
(0.4889988899230957, 20.97209981851561)
(0.4759995937347412, 22.08651408790665)
(0.4700002670288086, 22.463854118040203)
(0.47500061988830566, 22.62183127913441)
(0.4739987850189209, 22.299979254846846)
(0.4759995937347412, 22.71249901589052)
(0.4699995517730713, 22.397072764198654)
(0.4669759273529053, 22.06131029217396)
(0.4699993133544922, 22.66886975105014)
(0.47499871253967285, 22.302728510209338)
(0.47699999809265137, 22.264634764724303)
(0.4690055847167969, 22.329679121117373)
(0.4720001220703125, 22.38084079932288)
(0.47098827362060547, 22.537053118809713)
(0.4689979553222656, 22.318775682193507)
(0.47299909591674805, 22.41317291554745)
(0.4679872989654541, 22.667810021839237)
(0.47299957275390625, 22.152302314151466)
(0.46901535987854004, 22.60665472787683)
(0.47099876403808594, 22.623511950524247)
(0.47100019454956055, 22.739577343957073)
(0.4700162410736084, 22.279718595712552)
(0.4709925651550293, 22.48960662248154)
(0.4739999771118164, 22.70783554024518)
(0.46901583671569824, 22.19434545413183)
(0.4660043716430664, 22.186512684448605)
(0.4669954776763916, 22.582295502605813)
(0.4539809226989746, 22.529740668081594)
(0.48599910736083984, 22.0790222762122)
(0.48401546478271484, 20.96388312877337)
(0.469998836517334, 22.539847651786758)
(0.4739999771118164, 21.88557767594512)
(0.5029811859130859, 22.564627491800305)
(0.4610152244567871, 22.373988120545732)
(0.4679996967315674, 22.669564183413595)

Promedio de tiempos:
0.4814599370956421 segundos
481.4599370956421 milisegundos

Desviación estándar:
0.016128693626418937 segundos
16.128693626418936 milisegundos

Promedio valor función objetivo:
22.32650830448668
Desviación estándar valor función objetivo:
0.016128693626418937
