Prueba de escalabilidad		
Ordenes: 11		
17.29405431	10	2.08
17.57568828	10	1.88
17.21443512	10	1.86
17.04358048	10	1.86
17.17333949	10	1.83
Ordenes: 21		
33.97524912	20	6.39
33.38425421	20	6.27
33.49653754	20	6.41
33.79567431	20	7
33.84754262	20	6.9
Ordenes: 31		
50.32153407	30	14.92
51.08971811	30	14.46
49.74419115	30	14.46
48.56953581	29	14.85
50.18690003	30	15.03
Ordenes: 41		
67.02919569	40	26.45
64.85331201	39	25.1
64.48547637	39	26.31
65.82691452	40	25.6
66.59241842	40	27.41
Ordenes: 51		
84.36478758	50	42.61
83.84888842	50	41.55
81.03509266	49	41.87
83.56722112	50	40.44
83.0353392	50	43.01
Ordenes: 61		
98.97097264	59	57.83
98.48621156	59	60.51
100.7582699	60	54.57
100.7509974	60	51.99
99.07037457	59	53.15
Ordenes: 71		
115.7478141	70	69.91
115.1256823	69	72.58
113.9724387	69	72.04
114.3812472	69	73.3
116.3932361	70	72.39
Ordenes: 81		
131.1451112	79	151.21
133.3419767	80	121.77
133.8850422	80	106.36
133.0255335	80	106.7
133.0762285	80	105.52
Ordenes: 91		
148.3749393	89	138.28
150.0591552	89	137.12
149.6224152	89	136.5
151.555307	90	133.35
149.60915	89	137.87
Ordenes: 101		
165.858396	100	164.75
164.3748134	99	176.95
164.2904447	99	169.02
163.4076941	99	170.35
165.8424055	100	164.31
Ordenes: 111		
171.9535489	104	194.31
172.2549573	104	195.05
174.3981186	105	195.45
171.8065895	104	201.92
176.2253837	106	208.66
Ordenes: 121		
199.1552724	120	232.56
198.010331	119	238.2
195.8648789	119	230.83
197.7077395	119	238.69
198.7755978	120	239.93
Ordenes: 131		
208.44795	126	283.19
204.6315271	124	282.8
208.0066838	126	283.44
203.8226679	123	275.51
207.2914501	125	284.07
Ordenes: 141		
228.7671504	139	324.02
225.4913631	137	313.99
227.8289411	138	314.08
225.8506576	137	324.23
224.4127364	136	330.38
Ordenes: 151		
248.2087731	149	386.7
248.3945319	149	376.19
247.1654681	149	379.76
246.801477	149	380.41
250.0626231	150	347.1
Ordenes: 161		
264.1089413	159	406.06
262.6179132	159	407.63
263.0741378	160	392.27
263.0595715	159	405.29
263.708402	159	405.82
Ordenes: 171		
270.6463419	164	453.65
259.6372284	158	450.07
269.3779298	164	452.48
274.5651245	166	438.6
271.8319991	165	454.16
Ordenes: 181		
283.115544	173	490.58
280.6541791	170	507.56
282.3904264	171	507.37
285.9724341	174	508.07
281.1792327	171	506.07
Ordenes: 191		
313.0003619	189	572.55
313.7084227	189	574.31
313.917379	190	556.01
313.0473715	189	575.16
315.2954586	189	573.39
Ordenes: 201		
327.9553055	199	635.46
326.9986547	199	633.41
303.3647592	187	630.11
327.6450142	199	643.47
328.083423	199	635.24
Ordenes: 211		
330.0008491	202	690.74
333.8226106	203	689.66
305.2664946	188	682.82
338.1178659	206	691.65
342.0456502	207	668.68
Ordenes: 221		
312.5750555	192	738.46
334.2856599	204	749.24
338.779736	206	751.97
340.3209401	207	751.09
343.0779799	209	725.11
Ordenes: 231		
389.5422514	230	898.95
388.9186848	230	841.88
389.2315324	230	839.42
389.8275919	230	810.39
390.0219463	230	790.52
Ordenes: 241		
407.7651646	240	859.48
407.6179557	240	859.25
407.4395464	240	830.49
407.4624049	240	854.4
407.8590064	240	851.26
Ordenes: 251		
424.1695334	250	909.99
424.1928922	250	905.51
423.8295673	250	904.4
423.3632585	250	916.86
423.5368502	250	887.25
Ordenes: 261		
432.6998497	255	951.42
436.1852731	257	1012.04
432.1408084	255	1025.75
427.0782343	252	975.41
429.1137031	253	969.77
Ordenes: 271		
458.0758907	270	1105.49
459.6564625	270	1085.87
458.4282035	270	1066.74
458.8643322	270	1195.56
458.3314352	270	1169.56
Ordenes: 281		
473.9770029	280	1178.77
474.5531728	280	1170.72
473.893785	280	1267.35
474.1508988	280	1308.5
474.4976471	280	1264.98
Ordenes: 291		
487.6874197	289	1417.57
490.2052017	290	1527.37
488.0329475	289	1484.5
485.3358556	287	1484.31
487.2403932	288	1329.39
Ordenes: 301		
507.8815909	300	1453.82
508.2624004	300	1501.08
509.0495935	300	1425.94
508.4979782	300	1523.39
508.0000156	300	1517.99
Ordenes: 311		
524.0963049	310	1606.8
523.4453058	310	1620.17
523.7542891	310	1480.42
524.3863704	310	1388.45
524.0710986	310	1369.8
Ordenes: 321		
541.355479	320	1453.16
541.462314	320	1455.43
541.4689556	320	1454.75
541.4666483	320	1454
541.0202139	320	1454.64
Ordenes: 331		
544.2519098	322	1547.83
547.4257861	324	1571.98
548.7997845	324	1541.06
543.9303321	322	1542.88
545.793261	323	1541.4
Ordenes: 341		
575.289079	340	1654.51
576.1153122	340	1654.58
576.4296182	340	1650.82
576.0324862	340	1649.75
576.0600904	340	1964.25
Ordenes: 351		
591.0985453	350	2806.49
591.303376	350	1867.47
591.7156036	350	2202.22
591.5151265	350	1780.82
590.9577981	350	1968.57
Ordenes: 361		
603.9563901	358	2221.54
600.1302049	356	2409.4
606.1032093	359	2276.06
602.3750132	357	1979.54
608.042053	360	2336.26
Ordenes: 371		
603.4187439	357	2604.26
607.4830737	359	2488.3
597.4914391	354	2459.31
602.2656449	357	2101.91
604.1751488	358	2549.96
