Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 30 iteraciones y 30 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(0.5000066757202148, 22.523468902724428)
(0.5781252384185791, 22.41462449033638)
(1.0312435626983643, 20.67879785030976)
(0.45313000679016113, 22.29146852341452)
(0.8281166553497314, 22.444548954581993)
(0.9218783378601074, 22.622289283028465)
(0.6718895435333252, 21.770090272471844)
(0.5312480926513672, 22.445373832331544)
(0.5948574542999268, 22.559345978804117)
(0.6249918937683105, 22.40724313541941)
(0.4843745231628418, 22.54790935467411)
(0.4531264305114746, 22.355126273749725)
(0.7343752384185791, 22.268394334960178)
(0.6875026226043701, 22.633960706730562)
(0.734367847442627, 22.398361931450324)
(0.8281378746032715, 22.14656167753131)
(0.5624880790710449, 22.46581722899399)
(0.5312514305114746, 22.90628703691995)
(1.0312621593475342, 22.085210896900936)
(0.624992847442627, 22.363923591192794)
(0.5625016689300537, 22.558532093229225)
(0.46875, 22.445226528827476)
(0.5013885498046875, 20.586139564158653)
(0.7656228542327881, 20.389121928055616)
(0.6093800067901611, 22.429668034219816)
(0.7343776226043701, 22.388985610648653)
(0.7187442779541016, 22.32718693269011)
(0.4843735694885254, 22.221160429980664)
(0.593752384185791, 20.78548260207929)
(0.5156269073486328, 20.47562253073341)
(0.6093776226043701, 22.080984747519977)
(0.6731619834899902, 20.357635573034486)
(0.6562514305114746, 22.108940713523427)
(0.6093816757202148, 21.002543515286632)
(0.6249957084655762, 22.274452663078268)
(0.7031264305114746, 22.249690784880475)
(0.6250009536743164, 22.31855330660744)
(0.734400749206543, 22.136656881281247)
(0.4531128406524658, 22.113829424918823)
(0.4687504768371582, 22.019367265931397)
(0.5156219005584717, 22.843275051291254)
(0.6249988079071045, 22.06091381969244)
(0.45312976837158203, 22.198997255808)
(0.6874938011169434, 22.444288778949456)
(0.640632152557373, 22.39152612045343)
(0.6250057220458984, 22.143424128651763)
(0.5000016689300537, 22.625390169960223)
(0.610586404800415, 22.327565101214553)
(0.4062516689300537, 22.197845645224334)
(0.796889066696167, 21.820109891039184)

Promedio de tiempos:
0.6276011037826538 segundos
627.6011037826538 milisegundos

Desviación estándar:
0.1400917357796714 segundos
140.0917357796714 milisegundos

Promedio valor función objetivo:
22.093038426989924
Desviación estándar valor función objetivo:
0.1400917357796714
