Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 40 iteraciones y 40 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(1.4687678813934326, 22.51521815105454)
(1.4843502044677734, 22.5537461052073)
(1.4375224113464355, 22.885132502699296)
(1.4231681823730469, 22.64233760182976)
(1.390631914138794, 22.16960905486797)
(1.4218647480010986, 22.73031502706875)
(1.4375133514404297, 22.5473173945506)
(1.4218840599060059, 23.008206872192044)
(1.4531352519989014, 22.67556636954987)
(1.4374961853027344, 22.741293594555177)
(1.437497615814209, 22.08299764854181)
(1.5015769004821777, 22.391980876388484)
(1.4062573909759521, 22.710243551385165)
(1.4062457084655762, 22.15946458473209)
(1.4218826293945312, 22.5493571642915)
(1.4218719005584717, 22.862717909220784)
(1.437516689300537, 22.243909870945462)
(1.4387543201446533, 22.12973279580468)
(1.4218840599060059, 22.478615865851204)
(1.4218695163726807, 22.702767301667613)
(1.4375035762786865, 22.04417271751125)
(1.4375073909759521, 22.204396084411382)
(1.4375147819519043, 22.453733216218787)
(1.4374775886535645, 22.572769245046835)
(1.4218761920928955, 22.589388056115478)
(1.421874761581421, 22.539885928723315)
(1.453138828277588, 22.256972396784445)
(1.4700350761413574, 22.04084722148906)
(1.4374935626983643, 22.745912955143094)
(1.5000011920928955, 22.243715078758314)
(1.4687459468841553, 22.56456818952854)
(1.5313074588775635, 22.587307243120087)
(1.5156233310699463, 22.591103462995033)
(1.453136682510376, 22.534521215978973)
(1.458725929260254, 20.73596401856848)
(1.4687469005584717, 22.710963207932167)
(1.4218974113464355, 22.561983782318315)
(1.485630989074707, 22.57203720057234)
(1.437516450881958, 22.39474090012502)
(1.5312552452087402, 22.426229806762542)
(1.4375131130218506, 22.394858069453576)
(1.4062495231628418, 21.929629643593245)
(1.4218769073486328, 22.61612003821626)
(1.421872854232788, 22.232843225454562)
(1.4856412410736084, 21.009362932064565)
(1.421891212463379, 22.181934302297886)
(1.4374935626983643, 22.837151162687714)
(1.437513828277588, 22.367429574498164)
(1.4375038146972656, 22.2975715966852)
(1.4843637943267822, 22.353315623371337)

Promedio de tiempos:
1.4462124013900757 segundos
1446.2124013900757 milisegundos

Desviación estándar:
0.03173948654046335 segundos
31.739486540463353 milisegundos

Promedio valor función objetivo:
22.4074391667766
Desviación estándar valor función objetivo:
0.03173948654046335
